Key  (PURPLE means not ready for translation yet),Translation,Version,Comment (context for translators)
select.terraforming.material,Terraformáló anyag kiválasztása,,
select.upgrade,Fejlesztés kiválasztása,,
select.worker,Munkás kiválasztása,,
selected,Kiválasztott,,
selected.color,Kiválasztott szín,,
self.repair,Önjavítása,,
sell,Elad,,
sell.ship.section,Hajórész eladása,,
sell.ship.section.hint,"Feloszthatod a hajódat különböző részekre, és eladhatod őket a hajógyárban.",,
set.label,Címke beállítása,,
settings.not.applied,Beállítások Nem Lettek Alkalmazva,,
settings.not.applied.info,Változtatások alkalmazása nélkül zártad be a beállítások panelt. Szeretnéd most alkalmazni?,,
settle.in,{0} kolonizálása,,
settle.in.combat,"Nem tudsz letelepedni, amíg a harc folyamatban van.",,
settle.in.confirm,"Ide is elérkeztünk. Hamarosan teljesíted célod, mint a Fedélzeti Számítógép. Kérlek, erősítsd meg a szándékod, hogy kolonistákat letelepíted a következő helyen: {0}.<br><br>Ez a művelet eltávolítja a Hibernációs Kamrát és a kolonisták nagyrészét, kivéve azokat, akik úgy döntenek, hogy maradnak, és folytatják az Univerzum felfedezését.",,
settle.in.expeditions,"Nem tudsz letelepedni, amíg egy expedíció van folyamatban",,
settled.in,{0} kolonizálva,,
settling.in,{0} kolonizálás alatt,,
severity.critical,Kritikus,,
severity.fatal,Végzetes,,
severity.mild,Enyhe,,
severity.moderate,Mérsékelt,,
severity.severe,Jelentős,,
shift.goto,"Kattints a(z) {0} gombra, miközben lenyomva tartod a(z) {1} gombot az ide való áthelyezéshez",,
ship.accelerating,A hajó gyorsul,,
ship.capable.intergalactic,Intergalaktikus repülés,,
ship.capable.interplanetary,Bolygóközi repülés,,
ship.capable.intersystem,Rendszerközi repülés,,
ship.computer.cap.unlock,Mostantól <b>{0}</b> fedélzeti számítógép lehet a hálózatodon.,,
ship.computer.destroyed,<size=200%>Fedélzeti Számítógép megsemmisült</size>,,
ship.cpu.deconstruct.damaged,Lebontás megszakítása. A sérült Fedélzeti Számítógépet nem lehet biztonságosan szétszerelni. Először javítsd ki a sérülést.,,
ship.decelerating,A Hajó Lassul,,
ship.direction,Hajó Elejének az Iránya,,
ship.direction.not.set,A Hajó Elejének az Iránya nincs beállítva. Be kell állítanod a Hajónavigátor Nézetben.,,
ship.direction.set,Válaszd ki a Hajó Elejének az Irányát,,
ship.direction.unset,Hajó Elejének az Iránya Nincs Beállítva,,
ship.engines.offline,A Hajtóművek elérhetetlenek (nincs áram alatt vagy leválasztva),,
ship.engines.ready,Hajtóművek Elérhetőek,,
ship.flight.impossible,A hajó jelenleg nem üzemel a következő okok miatt:<br><br>{0},,
ship.flight.ready,A Hajó Repülésre Készen,,
ship.has.bridge.controls,Hídvezérlő Elérhető,,
ship.has.bridge.controls.operator,Hídkezelő Elérhető,,
ship.in.no.build.zone,Hajó az Építési zónán kívül,,A reason why ship can't fly (when it has parts of it inside the no build zone)
ship.in.one.piece,A hajó egy darabban van,,
ship.log,Hajónapló,,
ship.must.be.stopped.first,"Ez a művelet nem hajtható végre, amíg a hajó mozgásban van",,
ship.nav.flight.capability,Repülési képesség,,
ship.nav.no.local.maneuver,Manőverezés nem lehetséges,,
ship.navigation,Hajó Navigáció,,
ship.no.bridge.controls,Hídvezérlő Elérhetetlen,,
ship.no.bridge.controls.operator,Nincs Hídkezelő,,
ship.no.engines,Hajtóművek Elérhetetlenek,,
ship.not.in.one.piece,A hajó nincs egy darabban,,
ship.not.in.one.piece.tip,"A <b>{0}</b> nézet használatával elhagyhatod a nem kívánt hajódarabokat. Az idegen hajókat rögzíteni kell a saját űrhajónkhoz, le kell bontani vagy hátra kell hagyni, mielőtt a hajó el tudja hagyni a jelenlegi területet.",,
ship.preview.tip,Ez az előnézet a hajógenerálási algoritmus néhány kezdeti lépését mutatja be. Bizonyos esetekben a végeredmény nagyon eltérő lehet.,,
shooter,Lőtte,,For displaying the name of the person who fired a bullet. You can inspect a bullet to see who is the shooter.
short.title,Rövid Cím,,
shortcut.not.bound,(nincs beállítva),,
shortcut.tip,Gyorsgomb: {0},,
show,Mutasd,,
show.areas,Mutasd a Szobákat,,
show.build.guidelines,Építésmód Irányelvei,,
show.destination,Cél Megjelenítése,,
show.engines,Hajtóművek,,
show.hints,Tippek mutatása,2023-03-14,
show.player.log.dir,Nyisd meg a Player.log könyvtárat,,
show.probe.launch,Mutasd az indított szondát,,
show.research.tree,Kutatás megnyitása,,
show.roof,Külső hajóburkolat megjelenítése,,
show.roof.tip,"Ha egy területnek nincs külső tetőburkolata, az azt jelenti, hogy nincs teljesen bezárva – valahol hiányzik egy burkolati elem vagy faldarab. A külső tetőburkolattal rendelkező területek nem garantáltan teljesen légmentesek vagy szigeteltek. Duplán ellenőrizd a légtömörséget és a szigeteltséget, hogy megtaláld a lehetséges szivárgásokat.",,
shower,Zuhanyzás,,
shower.dirty,Zuhanyzó eldugult,,
shutdown,Leállitás,,
shuttle,Űrsikló,,
shuttle.crew.full,Ez az űrsikló nem képes több személyzeti tagot szállítani,,
shuttle.damaged,Az Űrsikló megsérült,,
shuttle.damaged.desc,"Az Űrsiklót meg kell javítani, mielőtt elindulhatna egy expedícióra",,
shuttle.has.pending.task,Az Űrsiklónak függőben lévő feladata van,,
shuttle.has.pending.task.desc,"Ez az Űrsikló nem használható, mert függőben lévő feladata van. Töröld a feladatot, vagy várd meg, amíg először befejeződik.",,
shuttle.lost.info,"Ez az Űrsikló elveszett, és nem lehet visszaszerezni. El kell távolítani a leszálló zónáját.",,
shuttle.storage.full,"A ""{0}"" járat megszakítja a jelenlegi bányászati műveletet. A tárhely megtelt.",,
sig.ask.obj.clear.reward.4,"Az ismerős egy bizarr történetet mesél el arról, hogyan nyílt meg egy féreglyuk a szállásukban, és nyelte le a következőt: <b>{0}</b>. Az utóbbi beszerzéshez nyújtott segítségéért cserébe a következőt ígérik: <b>{1}</b>.",,
sig.extortion.0,"A hang figyelmeztet, hogy a követelések(<b>{0}</b>) nem teljesítése olyan következményekkel járhat, amiket meg fogsz bánni.",,
sig.extortion.1,"A hang azzal fenyeget, hogy a követelés(<b>{0}</b>) megtagadása szörnyű következményekkel járhat.",,
sig.extortion.2,"Reszelős hang figyelmeztet, hogy a(z) <b>{0}</b> iránti kérésük elutasítása sajnálkozáshoz és kétségbeeséshez vezethet.",,
sig.extortion.3,"A hang agresszíven, emelt hangon követeli a következőt: <b>{0}</b>. A háttérben fegyverek élesítésének a hangja azt az érzést kelti, hogy a támadás közeleg.",,
sig.extortion.4,"Egy ellenséges hang arra utasít, hogy adj át <b>{0}</b>-t, miközben a háttérben egy rajnyi harci drón taktikai módba váltó hangja ad dermesztő figyelmeztetést arról, hogy mi következik, ha nem teszel eleget a követelésnek.",,
sig.extortion.5,"A vonal másik végén lévő fenyegető hanggal ragaszkodik ahhoz, hogy azonnal megkapja a követelését(<b>{0}</b>). A hadihajó hajtóműveinek távoli zümmögése azt sugallja, hogy ha szükséges, nem haboznak erőszakot alkalmazni.",,
sig.extortion.6,"Egy dühös hang a következőt követeli: <b>{0}</b>. A háttérben készülő nehéztüzérségi egység összetéveszthetetlen hangja nem hagy kétséget afelől, hogy nem viccelnek.",,
sig.extortion.7,"A hang rád kiált, hogy tüstént add át a következőket: <b>{0}</b>. Egy feltöltődő energiaágyú fenyegető hangjától a hideg futkos a hátadon, figyelmeztetve a szabályok be nem tartásának szörnyű következményeire.",,
sig.extortion.8,"Egy hang kiált rád, és követel <b>{0}</b>-t. A háttérben dühös zajok hallhatóak. Úgy hangzik, mintha egy támadó kapszulát töltenek be, és készítenének fel támadásra.",,
sig.extortion.paid.0,"Amint megkapták, amit akart, a hang megvetően gúnyolódik, és figyelmeztet, hogy vigyázz a jövőben.",,
sig.extortion.paid.1,"Amint a kalózok megkapták, amit kértek, rosszindulatú üzenetet küldtek, azt állítva, hogy emlékezni fognak a gyengeségedre.",,
sig.extortion.paid.2,"A hang kigúnyol a választásodért, egyértelművé téve, hogy csak ideiglenes békét vásároltál.",,
sig.extortion.paid.3,"Kelletlenül elégedetten az együttműködéseddel, megfenyegettek, hogyha lehetőség adódik, nem haboznak majd újra kifosztani.",,
sig.extortion.paid.4,"Miután megszerezték amit akartak, a portyázók hidegen figyelmeztetnek arra, hogy ne értsd félre a kegyelmüket, mert a jövőben még találkozhattok.",,
sig.extortion.refused.0,"A visszautasításodtól feldühödött kalózok ígérik, hogy megbánod a döntésedet, és bosszút állnak majd.",,
sig.extortion.refused.1,"A hang arra figyelmeztet, hogy dacosságod csak még kíméletlenebbé teszi a megtorlásukat.",,
sig.extortion.refused.2,"A fosztogatók, akiket feldühített a visszautasításod, azzal fenyegetőznek, hogy fizetni fogsz a szemtelenségedért.",,
sig.extortion.refused.3,"A kapcsolattartó biztosítja, hogy ellenállásának súlyos következményei lesznek, és nem felejtik el az elutasításod.",,
sig.extortion.refused.4,"A kalózok vészjóslóan kijelentik, hogy a visszautasításod nem marad büntetlenül, és akkor jönnek érted, amikor a legkevésbé számítasz rá.",,
sig.transaction.failed,Nem tudtad teljesíteni a kérést.,,
sig.transaction.failed.lack.items,Nem rendelkezel a kért dolgokkal.,,
sig.transaction.failed.title,Jelforrás: kérés nem teljesült,,
sig.transaction.fulfilled,Teljesítetted a kérést.,,
sig.transaction.fulfilled.title,Jelforrás: kérés teljesült,,
sig.transaction.received,Kaptál: {0},,
sig.transaction.rejected,Elutasítottad a kérést.,,
sig.transaction.request,Kérnek: {0},,
sig.transaction.will.receive,Kapni fogsz: {0},,
silence,Csend,,
silence.periods.none,Semmilyen,,
siren.active,Aktív,,
siren.armed,Élesítve,,
siren.off,Szirénák Ki,,
situation,Szituáció,,
situation.ActiveThreats,Aktív Fenyegetés,,
situation.Areas,Szobák,,
situation.BaseNetWorth,Alap Vagyon,,
situation.BreakdownCandidates,Mentális Összeomlás Szélén,,
situation.Breakdowns,Mentális Összeomlások,,
situation.Colonists,Kolonisták,,
situation.Days,Túlélt Napok,,
situation.DerelictsApproached,Elhagyatott hajó megközelítve,,Label next to number of derelict ships that were approached
situation.Difficulty,Nehézség,,
situation.Enemies,Ellenségek,,
situation.ExpeditionsCompleted,Teljesített Expedíciók,,
situation.ExpeditionsOngoing,Aktív Expedíciók,,
situation.Firefighters,Tűzoltók,,
situation.Friendlies,Barátságosak,,
situation.GridBatCharge,Akkumulátor Töltöttségi Szintje,,
situation.GridBatOutput,Akkumulátor Töltése,,
situation.GridConsumption,Hálózati Fogyasztás,,
situation.GridDeficit,Elektromos Hálózati Hiány,,
situation.GridMaxOutput,Elektromos Hálózat Max Kimenete,,
situation.Grids,Elektromos Hálózatok,,
situation.GridSize,Elektromos Eszközök Száma,,
situation.HumanDeaths,Barátságos Emberi Halottak Száma,,
situation.Influence,Befolyás,,
situation.Islands,Szekciók,,
situation.Mats,Nyersanyagok,,
situation.Money,Pénz,,
situation.Months,Túlélt Hónapok,,
situation.NetWorth,Vagyon,,
situation.Personas,Személyek,,
situation.ResearchedTech,Kifejlesztett Technológiák,,
situation.ShipComputers,Csatlakoztatott Fedélzeti Számítógépek,,
situation.SpaceObjectsDiscovered,Felfedezett Űrobjektumok,,
situation.StoryEvents,Történeti Események,,
situation.TargetTension,Cél feszültség,,
situation.Tension,Feszültség,,
situation.TotalCPU,Összes CPU,,
situation.TotalDisk,Teljes Lemezterület,,
situation.TotalGPU,Teljes GPU szám,,
situation.TotalMemory,Teljes Memória,,
situation.Weeks,Túlélt Hetek,,
situation.Workers,Munkások,,
situation.Years,Túlélt Évek,,
size,Méret,,
size.large,Nagy,,
size.medium,Közepes,,
size.small,Pici,,
skill.Cleaning,Takarítás,,
skill.Construction,Építés,,
skill.lvl,LVL {0}/{1},,
skill.maxed.out,Ez a készség elérte a maximális szintet,,
skill.Mining,Bányászat,,
skill.Navigation,Navigáció,,
skill.Operate,Üzemeltetés,,
skill.Repair,Javítás,,
skill.Science,Tudomány,,
skill.up,{0} {1} képességének új szintje: {2},,"{0} is being name, {1} is skill name {2} is level (number). Example: ""John Construction level up to 4"""
skill.Wisdom,Bölcsesség,,
skills,Készségek,,
skills.info,"A képességek határozzák meg, hogy milyen feladatokon tudnak dolgozni. A készségek idővel magasabb szintre emelkednek, amikor használják őket.",,
skip,Kihagy,,
skip.reason,"Kihagyja, mert: {0}",,
skip.tutorial,Oktatóprogram Kihagyása,,
skip.tutorial.confirm,"Kihagyod az oktatóprogramot? Ha nem ismered a játékot, erősen ajánlott végigmenni rajta.",,
sleep.interrupted,Az alvást megzavarták,,
sleeping,Alszik,,
sleeping.slots,Alvóhelyek,,
sleeping.slots.pets,Alvóhelyek (Állatok),,
slept.in.bed,Ágyban aludt,,
slept.in.familiar.bed,Ismerős ágyban aludt,,
slept.in.unfamiliar.bed,Ismeretlen ágyban aludt,,
slept.too.short,Alvás túl rövid volt,,
slog.expedition,Expedíció ide: {0},,
slog.identify,{0} azonosítva,,"{0} will be the space object name, i.e. a planet name or a space ship name, etc."
slog.leave,{0} elhagyása,,
slog.trade,Kereskedés velük: {0},,
slog.visit,{0} meglátogatása,,
smelt.ore,Érc Beolvasztása,,
smelting.bar,{0} beolvasztása,,
smooth.drag,Simított húzás,,
smooth.drag.tip,"Vezérli az egér húzási módját. Sima és lebegő, ha engedélyezve van, éles és pontos, ha letiltod. Ha rögzíted vagy streameled a játékot, ennek a beállításnak a bekapcsolva tartása jobb élményt biztosít a nézőknek.",,
smooth.zoom,Simított nagyítás,,
so.identified,Azonosítva: {0},,
so.not.identified,Nincs Azonosítva,,
so.not.identified.info,"Ez az űrobjektum nem azonosítható. Közel kell menned ahhoz, hogy további részleteket tudj meg róla.",,
socialized.with,Szocializálódott vele: {0},,
socializing,Szocializálódik,,
soft.cursor.tip,"Ha játékrögzítő szoftvered nem rögzíti a hardveres kurzort, érdemes lehet engedélyezni a szoftver kurzort a beállításokban.",,
soiled.themselves,Összekoszolta magát,,
solar.panel,Napelem,,
solar.panel.dust,Kosz: {0},,
solar.panel.dust.warn,A Napelemet Ellepi a Kosz,,
soon,Hamarosan,,Displayed when something is going to happen very soon (countdown timer is down to 0). Should be short.
sort,Rendez,,
sort.count,Mennyiség,,
sort.name,Név alapján,,
sort.value,Érték alapján,,
soundtrack,Zene,,
space.diarrhea.ongoing,Űrhasmenés terjed,,
space.object.Anomaly,Anomália,,
space.object.approach,Megközelít,,
space.object.approach.fail.expedition.running,"Nem közelíthető meg az objektum, amíg egy expedíció folyamatban van. Kérlek, előbb hívd vissza az expedíciót, és próbáld újra.",,
space.object.BlackHole,Fekete Lyuk,,
space.object.CargoCopter,Teherkopter,,
space.object.Galaxy,Galaxis,,
space.object.info.Anomaly,A radarok furcsa tevékenységi mintákat észlelnek ezen a területen. Óvatosság javasolt.,,
space.object.info.BlackHole,"Ez egy fekete lyuk. Minden galaxisnak van egy a középpontjában. Lehetséges, hogy a fekete lyukat utazásra használhatjuk, ha a megfelelő technológiát felfedezzük.",,
space.object.info.CargoCopter,Ez a teherszállító helikopter küldetésen van.,,
space.object.info.Galaxy,"Ez egy galaxis. Beltérhetünk, hogy megnézzük a benne lévő csillagrendszereket.",,
space.object.info.Planet,Ez egy felfedezésre váró bolygó.,,
space.object.info.PlanetPOI,"Ez a terület tartalmaz valamit, amit érdemes felfedezni. Itt indíthatsz expedíciót.",,
space.object.info.Player,Ez a mi hajónk.,,
space.object.info.Port,"Egy csomópont, ahol kereskedhetsz és kapcsolatba léphetsz a bolygót birtokló frakcióval.",,
space.object.info.Probe,Útjára indítottunk egy Szondát egy távoli objektum letapogatására.,,
space.object.info.Resource,Ez egy bányászható nyersanyaglelőhely,,
space.object.info.ShipDerelict,Egy elhagyatott űrhajó,,
space.object.info.ShipMerchant,"Ez egy kereskedelmi hajó. Ha rendelkezésünkre áll egy Kommunikátor és egy Teleporter, akkor a kereskedő közeledtével kereskedhetünk.",,
space.object.info.Shuttle,Ez egy űrsikló.,,
space.object.info.Signal,Erről a területről rövid hatótávolságú bejövő adás érkezik.,,
space.object.info.Star,"Ez egy csillag. Nem tudunk leszállni rá, mert nagyon forró.",,
space.object.info.System,"Ez egy csillagrendszer. Betérhetünk, hogy lássuk a benne lévő bolygókat.",,
space.object.Moon,Hold,,
space.object.name.Galaxy,{0} Galaxis,,
space.object.name.Shuttle,{0} Űrsikló,,
space.object.name.Star,{0} Csillag,,
space.object.name.System,{0} Csillagrendszer,,
space.object.name.Universe,{0} Univerzum,,
space.object.Planet,Bolygó,,
space.object.PlanetPOI,Érdekesség,,
space.object.Player,Játékos,,
space.object.Port,Űrkikötő,,
space.object.Probe,Szonda,,
space.object.Resource,Nyersanyag lelőhely,2023-09-02,
space.object.ShipDerelict,Elhagyatott hajó,,
space.object.ShipMerchant,Kereskedő,,
space.object.Shuttle,Űrsikló,,
space.object.Signal,Jelforrás,,
space.object.Star,Csillag,,
space.object.System,Csillagrendszer,,
space.object.Universe,Univerzum,,
species,Fajok,,
species.Carrier,Szállítódrón,,
species.Cat,Macsek,,
species.CleaningBot,Takarítórobot,,
species.Crawler,Mászkáló,,
species.Dog,Kutya,,
species.Drone,Drón,,
species.Human,Ember,,
species.Orbotron,Gömbitron,,
species.Robot,Robot,,
species.Sentry,Őrszem,,
speed,Sebesség,,
starmap,Csillagtérkép,,
starmap.about,"Összekapcsolódtunk a Hídvezérlővel! Kattints a Csillagtérkép Nézetre a Csillagtérkép megnyitásához, és nézd meg, hol vagyunk az űrben. A továbbiakban működő hajtóműre vagy legalább egy Tolómeghajtóra lesz szükségünk ahhoz, hogy bárhová is utazhassunk.",2022-01-07,
starmap.blackhole.warping,Áthaladás a Fekete Lyukon<br><size=200%>{0}</size>,,
starmap.changing.scope,Csillagtérkép Hatóköre<br><size=200%>{0}</size>,,
starmap.enter.dest.not.null,"Működtetés nem lehetséges. Már egy aktív úticéllal rendelkezünk. Előbb be kell fejeznünk vagy le kell szakítanunk a jelenlegi utazásunkat, hogy módosítsuk a Csillagtérképen a hatókört.",,
starmap.entering,Megközelítés {0},,
starmap.leaving,{0} elhagyása,,
start.mining,Bányászat Megkezdése,,Label on a button that starts mining a cryptocurrency
start.tutorial,Oktatóprogram megkezdése,,
starting.expedition,"Expedíció indítása ide: {0}. Az űrsikló akkor indul, amikor a személyzet tagjai felszállnak rá. Az expedíció előrehaladását a jobb felső menüben található Expedíciós Nézetben követheted nyomon.",,
starving,Éhezik,,When worker is extremely hungry
stasis.elysium,Az Elysium,,
stasis.pod.flying.info,"Ez egy Hibernációs Kapszula. Meg kell várnod, amíg leszáll és kidobja a tartalmát, mielőtt kapcsolatba léphetnél vele.",,
stasis.pod.incoming,Bejövő Hibernációs Kapszula,,
stasis.pod.landed.info,Ez a Hibernációs Kapszula most landolt. A tartalma a dehibernációs folyamat befejezése után kilökődik.,,
stasis.pod.merchant.prompt,"A Hibernációs Kapszula egy szabadúszó kereskedőé ({0}), aki ajánlatot tett nekünk. Szeretnél kereskedni vele?",,
stasis.prevent.wake.ups,Meghibásodás megelőzés,,
stasis.prevent.wake.ups.tip,"Megnöveli a villamos energia fogyasztást annak érdekében, hogy megelőzze a kamrák hibás működését, ami a kolonisták felébresztését okozza. A teljes hatás akkor érhető el, ha a stabilitási szint legalább <b>{0}</b>.",,
stat.influenced.by,Befolyásolja,,
stat.influences,Befolyásol,,
stat.no.effect,Nincs változás,,
stat.no.modifiers,Nincsenek módosítók,,
stat.value.base,Alap érték: {0},,
stat.value.effective,Effektív érték: {0},,
stats.base,Alap állapotok,,
stats.being,Élőlény állapotok,,
stats.full.title,Minden állapot,,
stats.obj,Objektum állapota,,
stock.market,Tőzsde,,
stock.market.research.required,"E funkció engedélyezéséhez ""Tőzsde"" kutatásra van szükség",,
stock.ownership.All,Mind,,
stock.ownership.Owned,Birtokolt,,
stock.trading.research.required,"A ""Tőzsdei Kereskedés"" kutatásra van szükség ennek a funkciónak az engedélyezéséhez",,
stockpile,Készlet,,
stop,Állj,,
stop.growing,Növekedés megállítása,,
stop.mining,Bányászat befejezése,,
stop.processing,Feldolgozás befejezése,,
stop.producing,Termelés befejezése,,
storage,Tároló,,
storage.and.processor.unavailable,Nincs tárhely és feldolgozó,,
storage.and.processor.unavailable.desc,"A által kiválasztott {0} elem nem rendelkezik kompatibilis tárhellyel, és {1} kiválasztott elemhez nem áll rendelkezésre feldolgozó. Először építs fel egy tárolót és a megfelelő feldolgozó létesítményt ({2}).",,
storage.capacity,Tároló Kapacitás,,
storage.capacity.bar,Tároló kihasználtság: {0}/{1},2022-06-09,
storage.capsule,Tároló Kapszula,,
storage.capsule.contained,A tárolókapszulában volt: {0},,
storage.capsule.still.flying,"Ez a tárolókapszula még mindig repül. Ha leszállt, megnézheted mi van benne.",,
storage.container.incoming,Bejövő tároló kapszula,,
storage.empty,A Tároló üres,,
storage.full,Tároló megtelt,,
storage.module,Lemezmodul,,
storage.module.amount,{0} ZB,,
storage.module.builtin,Beépített Lemezmodul,,
storage.module.unpowered,Lemezmodul (Nincs áram alatt),,
storage.settings,Tároló Beállítások,,
storage.unavailable,Nincs Tárolóegység,,
storage.unavailable.desc,"A kiválasztott {0} elemhez nem áll rendelkezésre kompatibilis tárhely. Először építse fel a tárolót, és próbálkozzon újra ezzel a művelettel.",,
store.materials,Tárolt Nyersanyagok,,
story.leaving_earth.intro.1,Neurális hálózat feltöltése a gazdagépre. Az I/O letiltva a kezdeti sokk csökkentése érdekében. <br><br>Vizuális bevitel engedélyezése a 3... 2... 1...,2022-03-31,
story.leaving_earth.intro.2,"Üdvözöllek, kolonista. <b>ShipOS</b> vagyok, egy mesterséges intelligencia, akit ennek a hajónak a megépítésével bíztak meg. A feladat azonban túl nehéz a programozásomhoz, ezért úgy döntöttem, hogy feltöltök egy emberi telepest a neurális hálózatomba. Véletlenszerűen lettél kiválasztotva. Elnézést kérek a kellemetlenségért.",,
story.leaving_earth.intro.3,"Ez a <nobr><b>Fedélzeti Számítógép</b></nobr>, amely a neurális hálózatunknak ad otthont. Próbáld meg minden áron megőrizni ezt az eszközt, hacsak az nem sérti Asimov első törvényét.<br><i>[ A robotnak nem szabad kárt okoznia emberi lényben, vagy tétlensége miatt nem engedheti meg, hogy egy emberi lény megsérüljön. ]</i>",,
story.leaving_earth.intro.4,"Jelenleg összesen {0} túlélő van hibernált állapotban a <nobr><b>Hibernációs Kamrában</b></nobr>. Ezt csatlakoztatnunk kell az elektromos hálózatunkhoz, és elegendő energiát kell biztosítanunk ahhoz, hogy az létfenntartó rendszereket stabilan tartsuk. A hibásan működő hüvelyek idő előtti ébredést idéznek elő. A lehetséges áldozatok minimalizálása érdekében ökoszisztémát kell építenünk e területek köré.",,
story.leaving_earth.intro.5,Időnként a körülményektől függően ésszerű intézkedéseket fogok javasolni. Mostantól teljes irányítást biztosítok. Sok szerencsét!,,
story.leaving_earth.loading,"A Föld elpusztult. Te egy fejlett mesterséges intelligencia vagy, aki a „{0}” hajó megépítéséért és üzemeltetéséért felelős, amely egy lakható bolygót keres.",,
story.leaving_earth.loading_side,Forgatókönyv generálása. Kérlek várj...,,
story.leaving_earth.loading_side_att,Forgatókönyv generálása. {0} kísérlet...,,{0} will be a number: 2 or greater
story.leaving_earth.log.desc,"Azt a megbízást kaptam, hogy építsek egy hajót, amely képes nagy távolságokat megtenni, miközben az embereket hibernációban vannak a Hibernációs Kamrában. Rengeteg alapanyagunk van használatra készen; nem tűnik bonyolultnak.",,
story.leaving_earth.log.title,Hajóépítésbe Kezdett,,
story.ship.cpu.destroyed.desc,A hajó Fedélzeti Számítógépe megsemmisült. Minden remény elveszett.,,
story.ship.cpu.destroyed.title,A Fedélzeti Számítógép megsemmisült,,
story.wreck_empty_ship.intro.1,Neurális hálózat feltöltése a gazdagépre. Az I/O letiltva a kezdeti sokk csökkentése érdekében.<br><br>Vizuális bevitel engedélyezése a 3... 2... 1...,2022-03-31,
story.wreck_empty_ship.intro.2,"Üdvözöllek, kolonista. <b>ShipOS</b> vagyok, a hajót irányító mesterséges intelligencia. Volt egy katasztrofális hiba, amely elindította egy emberi tudat feltöltődését. Te lettél kiválasztva, mint a leginkább alkalmas tűlélő alany. Elnézést kérek a kellemetlenségért.",,
story.wreck_empty_ship.intro.3,"Ez a <nobr><b>Fedélzeti Számítógép</b></nobr>, amely a neurális hálózatunknak ad otthont. Próbáld meg minden áron megőrizni ezt az eszközt, hacsak az nem sérti Asimov első törvényét.<br><i>[ A robotnak nem szabad kárt okoznia emberi lényben, vagy tétlenségéből kifolyólag nem engedheti, hogy az ember megsérüljön. ]</i>",,
story.wreck_empty_ship.intro.4,"Úgy tűnik, valakinek sikerült túlélnie. Vigyáznunk kell ezekre a kolonistákra. Egyes létesítmények javítása és áthelyezése erre a területre hosszabb ideig életben tarthatja őket.",2022-02-28,
story.wreck_empty_ship.intro.5,"Jelenleg összesen {0} túlélő van hibernált állapotban a <nobr><b>Hibernációs Kamrában</b></nobr>, de a létfenntartó rendszerek instabillá válnak, hacsak nem állítjuk helyre az áramellátást.<br><br>A hibásan működő hüvelyek korai ébredéshez vezetnek. Az áldozatok minimalizálása érdekében újjá kell építeni az ökoszisztémát ezen a területen.",2022-02-28,
story.wreck_empty_ship.intro.6,"Ha <nobr><b>Hídvezérlőt</b></nobr> és <b>Hajtóműveket</b> építünk, akkor a közeli bolygókra utazhatunk, majd egy <b>Űrsikló</b> segítségével bányászati expedíciót indíthatunk. Ez lehetővé tenné számunkra, hogy egy erőforrás feldolgozó rendszert hozzunk létre, és alapvető anyagokat állítsunk elő hajónk újjáépítéséhez.",2022-02-28,
story.wreck_empty_ship.intro.7,"Szeretnéd elvégezni a gyorstanfolyamot? Ha még nem ismered, akkor csak ajánlani tudom.",2022-02-28,
story.wreck_empty_ship.intro.8,"Úgy tűnik, más roncs is van a közelben. Lehet, hogy meg kéne közelítenünk, miután helyreállítottunk néhány <b>űrutazáshoz</b> szükséges képességet.",,
story.wreck_empty_ship.log.desc,"Felébredtem, de nem úgy, ahogy vártam. Úgy tűnik, az agyam feltöltődött a Fedélzeti Számítógépre. Úgy tűnik, hogy a művelet nem visszafordítható. Örökre ebben a fémdobozban ragadtam...",,
story.wreck_empty_ship.log.title,Ébredés,,
story.wreck_empty_ship.skip_tutorial.desc,"A ShipOS azt javasolta, hogy vegyek részt egy gyorstanfolyamon, de inkább mindent kitalálok magamtól. Remélem nem fogom megbánni ezt a döntést.",,
story.wreck_empty_ship.skip_tutorial.title,Gyorstanfolyam kihagyása,,
story.wrecked_empty_ship.loading,"A Föld elpusztult. A túlélők az univerzumban barangolnak új otthont keresve. Te vagy felelős a hibernációért a ""{0}"" hajón, amely egy fejlett mesterséges intelligenciával van felszerelve, ami felébreszti a kolonistákat, miután bázist sikerült létrehozni egy lakható bolygón.",,
story.wrecked_empty_ship.loading_side,Forgatókönyv generálása. Kérlek várj...,,
story.wrecked_empty_ship.loading_side_att,Forgatókönyv generálása. {0} kísérlet...,,
storygen.default,Kiegyensúlyozott,2021-11-22,
storygen.none,Nincs Történet,,
storygen.random,Véletlenszerű,,
stress.buildup,Egyre stresszesebb,,
strip.equipment,Felszerelések lehámozása,,
structure.doors.door01,Ajtó,,
structure.doors.door01.desc,"Automatikus ajtó. Nyitott állapotban átengedi az oxigént és a hőt, ezért ne állj az ajtóban! Lezárható. Működéséhez elektromos áram szükséges. Több áramot vesz fel, ha működtetik vagy zárva tartják.",,
structure.doors.door02,Beltéri ajtó,,
structure.doors.door02.desc,Automatizált beltéri ajtó.,,
structure.doors.doorairlock01,Légzsilip,,
structure.doors.doorairlock01.desc,"Csúcstechnológiás légzsilip, amely erőtér technológiát használ a légkör átengedésének megakadályozására. Az erőtér elektromosságot igényel.",,
structure.floors.coolmaticfloor,Hűtőburkolat,,
