Key  (PURPLE means not ready for translation yet),Translation,Version,Comment (context for translators)
structure.floors.floorreinforced02angle,強化床（角度付き）,,
structure.floors.floorreinforced02angle.desc,角度のついた、強化された床面だ。,,
structure.floors.floorreinforced02lit,強化床（照明付き）,,
structure.floors.floorreinforced02lit.desc,ライトの埋め込まれている強化された床面,,
structure.floors.floorvent01,床面通気口,,
structure.floors.floorvent01.desc,区画内を宇宙空間に開放できるシャッター。防火対策に最適だ。,,
structure.floors.frame01,骨組み,,
structure.floors.frame01.desc,安っぽい構造部品だ。警告、室内に設置すると宇宙空間に露出することになる。通常の床と比較して、歩行困難度が増す。,,
structure.floors.frame02,骨組み,,
structure.floors.frame02.desc,安っぽい構造部品だ。警告、室内に設置すると宇宙空間に露出することになる。通常の床と比較して、歩行困難度が増す。,,
structure.floors.tractorbeamtarget,トラクタービーム ターゲットマーカー,,
structure.floors.tractorbeamtarget.desc,<b>トラクタービーム</b>が使用するターゲットマーカーです。船に接近中の物体を接地させたい場所に配置しましょう。,,
structure.walls.vent01,通気口,,
structure.walls.vent01.desc,空気を少しずつ通過させる。通常、1つの通気口では隣接する区域から十分な酸素と熱を供給することができない。通気口を気密されていない真空の区画に開くのはやめておこう。,,
structure.walls.vent02,船内通気口,2023-02-20,
structure.walls.vent02.desc,空気を少しずつ通過させる。通常、1つの通気口では隣接する区域から十分な酸素と熱を供給することができない。通気口を気密されていない真空の区画に開くのはやめておこう。,,
structure.walls.wall01,隔壁,,
structure.walls.wall01.desc,一般的な船の隔壁だ。,,
structure.walls.wall02,船内隔壁,2023-02-20,
structure.walls.wall02.desc,船内用の隔壁だ。,2023-02-20,
structure.walls.wallreinforced01,強化隔壁,,
structure.walls.wallreinforced01.desc,通常の隔壁をより強固にした。さらなる高温に耐えることができる。,,
structure.walls.wallsocket01,壁面ソケット {0}-{1},,
structure.walls.wallsocket01.desc,パワーグリッドを構築するための壁に埋め込まれた短距離コネクタ。半径{1}タイル内に接続できる{0}個の接続スロットがある。,,
structure.walls.wallsocket02,船内壁面ソケット {0}-{1},2023-02-20,
structure.walls.wallsocket02.desc,パワーグリッドを構築するための壁に埋め込まれた短距離コネクタ。半径{1}タイル内に接続できる{0}個の接続スロットがある。,,
structure.walls.window01,舷窓,,
structure.walls.window01.desc,人間の入植者たちは窓を覗きこむのが大好きだ,,
structure.walls.window02,船内用の窓,2023-02-20,
structure.walls.window02.desc,人間の入植者たちは窓を覗きこむのが大好きだ,,
structure.walls.windowreinforced01,強化された窓,,
structure.walls.windowreinforced01.desc,人間の入植者たちは窓を覗きこむのが大好き。通常の窓よりも頑丈だ。.,,
studio.website,開発スタジオWebサイト,,
success,成功,,
surface.slots,表面スロット,,
surrounded.by.people,周囲に人がいる,,
suspending.neural.network,ニューラルネットワークを停止中,,
switch.off,オフにする,,
switch.on,オンにする,,
sync.level,同調レベル,,
take,持ち帰る,,
taken.tasks,作業が進行中,,
target.amount,目標量,,
target.oxygen,目標酸素レベル,,
target.selected,選択中のマーカー,,
target.temperature,目標温度: {0},,
tasks,作業,,
telescope.found.planet,テレスコープが居住可能と思われる惑星を発見しました: {2} {1}内の惑星{0}。可能であれば、本船の進路をこの惑星にセットしましょう。<br><br>我々の入植者たちが安全に暮らしていける惑星にするには、テラフォーミングの必要があるかもしれません。テラフォーミング関連の研究を集中的に行うことを推奨します。,,
temp.connect,一時的な接続を提供,,
temp.connect.established,一時的な接続を確立,,
temp.range,生育温度 {0}から{1},,
temp.range.from,寒いと感じる,,
temp.range.to,暑いと感じる,,
temp.resistent,温度耐性,,
temp.resistent.info,この物体は空気中の熱や火によって燃えることはありません。しかし、特殊な処理施設では溶融または燃焼させることができます。,,
temp.too.cold,温度が低すぎます,,
temp.too.hot,温度が高すぎます,,
temperature,温度,,
template.too.big,テンプレートが大きすぎます！ 最大サイズは16x16です。,,
terraform.aqua.bar,海洋生成: {0},,
terraform.atmo.bar,大気生成: {0},,
terraform.bio.bar,生態系生成: {0},,
terraform.completed,"我々は{0}におけるテラフォーミング作業を完遂しました！ 惑星は我々人類の入植地を迎え入れる準備が整っています。<br><br>用意ができたら、""入植""手続きをテラフォーミングオーバーレイで開始しましょう。",,
terraform.terrain.bar,大地加工: {0},,
terraform.type.Atmosphere,大気,,
terraform.type.Biosphere,生態系,,
terraform.type.completed,{0} テラフォーミング完了,,
terraform.type.Oceans,海洋,,
terraform.type.Terrain,地形,,
terraformable.planets,テラフォーミング可能な惑星,,
terraforming,テラフォーミング,,
terraforming.about,テラフォーミング制御端末に接続しました！ テラフォーミングオーバーレイをクリックすると、今テラフォーミングについて実行できる選択肢の詳細な情報が表示されます。そして、コーデックス > 操作マニュアル 内のテラフォーミングの章もあわせてご覧ください。,,
terraforming.ineffective,テラフォーミングが無効,,
terraforming.ineffective.info,テラフォーミング機器が作動していますが、テラフォーミング可能な惑星の近くではないようです。すべてのテラフォーミング機器を停止して資源を浪費しないようにしましょう。,,
terraforming.material,テラフォーミング素材,,
terraforming.material.bar,テラフォーミング素材: {0}/{1},,
terraforming.material.type,消費 {0},,
terraforming.now,テラフォーミング {0},,
test.configuration,テスト設定,,
tex.eighth,1/8,,
tex.full,フル,,
tex.half,1/2,,
tex.quarter,1/4,,
text.too.long,テキストが長すぎます,,
text.too.long.desc,テキストが{0}文字オーバーです。{1}に短縮されます。,,
texture.size,テクスチャ品質,,
thank.you.for.playing,Stardeusをプレイしていただき、感謝を申し上げます,,
their.valuables,取引相手から購入するアイテム,,
tier.num,Tier {0},,
tiles.traveled,移動した距離（タイル数）,,
time.ago,{0} 経過,,
time.since.damage.received,前回のダメージからの経過時間,,
time.stopped,時間停止,,
time.till.impact,衝突からの経過時間,,
times.evaluated,対象回数,,
tip,ヒント,,
tip.long.press,このタイプのボタンは、クリックからの長押しで有効化できます,,
toggle,切り替え,,
toggle.layout,レイアウト切替,,
toilet,トイレ,,
toilet.dirty,トイレは清掃が必要,,
toilet.fill.bar,有機性廃液の量: {0}/{1},,
toilet.overflowing,トイレの水があふれている,,
too.many.active.orders,作業指示が多すぎます,,
too.many.active.orders.info,<b>{3}個</b>の指示が<b>船のメモリの限界</b>により追加できませんでした。<br><br>保留中の有効な指示が<b>{0}個</b>あります。現在<b>{1}EB</b>の<b>メモリ</b>があり、<b>{2}個</b>のタスクまでに制限されています。,2022-08-10,
tool.add_dirt,汚れをつける,,
tool.add_dirt.desc,各種の汚れをこすりつけます,,
tool.ads_cancel,作業をキャンセル,,
tool.ads_cancel.desc,選択範囲の全作業をキャンセルします,,
tool.ads_priority,作業の優先度変更,,
tool.ads_priority.desc,選択範囲内のタスクの優先順位を上げたり、下げたりの調整を行います,2022-06-25,
tool.ads_retry,作業をリトライ,,
tool.ads_retry.desc,選択範囲内の作業で中断しているものをリトライします,,
tool.choose_pos,場所を選択,,
tool.copy_config,コピー設定,,
tool.copy_config.desc,一部のオブジェクト（ライト、プランター、ソーラーパネルなど）の設定をコピーします。,,
tool.create_explosion,爆発を引き起こす,,
tool.create_explosion.desc,爆発を引き起こします,,
tool.create_template,テンプレート作成,,
tool.create_template.desc,ジェネレータ生成で使用できるテンプレートを作成します,,
tool.damage_tiles,ダメージを与える,,
tool.damage_tiles.desc,選択した範囲にダメージを与えます,,
tool.deal_damage.line,線状の範囲にダメージを与える,,
tool.deal_damage.line.desc,マウスをドラッグし、そのライン上にダメージを与えます,,
tool.deal_damage.square,長方形の範囲にダメージを与える,,
tool.deal_damage.square.desc,マウスをドラッグし、囲んだ範囲にダメージを与えます,,
tool.dev_inspect,開発者用調査ツール,,
tool.dev_inspect.desc,ゲームエンジン内部の調査用です,,
tool.energy_connect,接続,,
tool.energy_connect.desc,2つのデバイスをドラッグして接続したり切断したりします,,
tool.free_select,フリーセレクト,,
tool.free_select.desc,マウスでドラッグし、複数の生命体を選択することができます。生命体やタイルをクリックすると詳細情報が表示されます。,,
tool.manage_ads,タスクの管理,,
tool.manage_ads.desc,作業の優先順位の変更、キャンセルを行います。,,
tool.place_tiles,建造,,
tool.place_tiles.desc,施設や船体構造の建造を指示します。,,
tool.plan,設計,,
tool.plan.1,タイプ 1,,
tool.plan.1.desc,Ctrlを押しながらで細かい修正ができます,,
tool.plan.2,タイプ 2,,
tool.plan.2.desc,Ctrlを押しながらで細かい修正ができます,,
tool.plan.3,タイプ 3,,
tool.plan.3.desc,Ctrlを押しながらで細かい修正ができます,,
tool.plan.4,タイプ 4,,
tool.plan.4.desc,Ctrlを押しながらで細かい修正ができます,,
tool.plan.5,タイプ 5,,
tool.plan.5.desc,Ctrlを押しながらで細かい修正ができます,,
tool.plan.6,タイプ 6,,
tool.plan.6.desc,Ctrlを押しながらで細かい修正ができます,,
tool.plan.circle,円形,,
tool.plan.circle.desc,上下左右が対称な円を描きます,,
tool.plan.clear,消しゴム,,
tool.plan.clear.desc,設計内容をクリアする,,
tool.plan.desc,目標とする船体を設計します,,
tool.plan.line,線形,,
tool.plan.line.desc,直線を描画します,,
tool.plan.mirror_pivot,対称点,,
tool.plan.mirror_pivot.desc,設計ツールの対称設定時の中心点を設定します。同じ点をもう一度クリックすると、タイルに対する位置が端と中心で切り替わります。,,
tool.plan.mirror_x,X軸対称ミラーリング,,
tool.plan.mirror_x.desc,設計がX軸対称で描かれます,,
tool.plan.mirror_y,Y軸対称ミラーリング,,
tool.plan.mirror_y.desc,設計がY軸対称で描かれます,,
tool.plan.ruler,直線定規,,
tool.plan.ruler.desc,2点間の距離を計測します,,
tool.process,加工を指示,,
tool.process.desc,選択範囲内のオブジェクトの加工作業を指示します。,,
tool.remove_tiles,解体,,
tool.remove_tiles.desc,施設や船体構造の解体を指示します。,,
tool.repair,修理,,
tool.repair.desc,損傷を修復する,,
tool.spawn_being,生命体を生成,,
tool.spawn_being.desc,生命体を生成する,,
tool.spawn_obj,オブジェクトの生成,,
tool.spawn_obj.desc,オブジェクトを生成する,,
tool.start_fire,火災を発生させる,,
tool.start_fire.desc,ドラッグして選択した範囲に火災を発生させる,,
tool.store,搬送,,
tool.store.desc,オブジェクトの上をドラッグして選択すると、対応する資材収納庫への搬送を指示できます。,2021-11-10,
total.items.produced,アイテムの総生産量,,
tractor.beam,トラクタービーム,,
trade,取引,,
trade.buying,取引相手からの購入金額,,
trade.cancel,取引中止,,
trade.execute,取引確定,,
trade.failed,取引失敗,,
trade.merchant.not.enough.cash,取引相手はこの取引に必要な資金を十分に持っていません。,,
trade.modified,取引時にすべてのアイテムが販売可能とは限りません。売却しようとするアイテムが変化しないように、時間を止めた状態で取引を実行してみてください。,,
trade.no.offer,"取引を行うには交換するアイテムを追加してください。取引しない場合は、""取引中止""ボタンを押してください。",,
trade.no.teleporter,この取引には商品を転送するためのテレポーターが必要です。テレポーターを建造するか、設置済みのテレポーターに電力が供給されていることを確認し、もう一度試してみてください。,,
trade.not.enough.cash,この取引を確定するための十分な資金がない。,,
trade.selling,取引相手への売却金額,,
trade.teleporter.required,テレポーターが必要です,,
trade.teleporter.required.info,この取引には、商品を転送するために稼働中のテレポーターが必要です。,,
traffic,周辺の航行情報,,
train.skill,スキルを育成,,
training.failed,学習失敗,,
training.failed.info,{0}は育成できるスキルがありません,,
training.skill,{0}を学習中,,
trait.ablutophobic,不潔,,
trait.ablutophobic.about,シャワーや掃除、洗濯などに対する圧倒的な恐怖心をもっています。シャワーを使うのを嫌がります。,,
trait.always_hungry,ハラペコ,,
trait.always_hungry.about,冷蔵庫に鍵をかけたほうがいい。こいつに襲撃されるぞ。,,
trait.b_wave_resistent,ベータ波耐性,,
trait.b_wave_resistent.about,ベータ波に耐性のある生物で、マインドコントールによる遠隔制御ができない。インプラントで従順にさせることは出来そうだ,,
trait.cleaning_ocd,潔癖症,,
trait.cleaning_ocd.about,潔癖症の人は床が汚れていると仕事を中断して掃除を始めてしまうことがある。十分な数のお掃除ロボットを用意して対処しよう。,,
trait.enlightened,悟りの境地,,
trait.enlightened.about,この生命体は悟りを開き、不変の境地に至っている。悟りを開いた者は人や物事に執着しない。さらに、精神異常に陥ることもない。,2022-07-07,
trait.extroverted,外向的,,
trait.extroverted.about,外向的で、社会的に自信のある人。,2022-09-20,
trait.fast_metabolism,肥満体質,,
trait.fast_metabolism.about,食べ物の消化が速い人はお腹が空くのが早く、食べる量も多い。,,
trait.hat_person,帽子大好き,,
trait.hat_person.about,この人はオシャレな帽子を身に着けるのが大好きだ,,
trait.human,人間,,
trait.insomniac,不眠症,,
trait.insomniac.about,気を失う寸前まで眠れないようだ。睡眠の質も高いものではない。そして、不眠症の人は他の人よりも疲れやすい。,,
trait.introverted,内向的,,
trait.introverted.about,内向的になりがちで、一人で時間を過ごすことを楽しむ控えめで静かな人。,2022-09-20,
trait.long_sleeper,ロングスリーパー,,
trait.long_sleeper.about,よく眠れないので長い睡眠時間が必要だ,,
trait.nudist,裸族,,
trait.nudist.about,服を着るのは嫌いだ,,
trait.Pet,ペット,,
trait.short_sleeper,ショートスリーパー,,
trait.short_sleeper.about,他の人より睡眠時間が短くて済む,,
trait.showerer,風呂好き,,
trait.showerer.about,お風呂が好きなので、より頻繁にシャワーを浴びたくなり、その時間も長くかかります。,,
trait.slow_metabolism,消化不良,,
trait.slow_metabolism.about,消化が悪いので空腹になる回数が少なく、小食です。,,
trait.slow_pooper,雪隠詰め,,
trait.slow_pooper.about,みなさんがご存じ、トイレにずっとこもる人です。,2022-08-04,
traits,特徴,,
transform.at,{0}から,,
travel.here,ここに移動,,
try.turn.on,起動を試みる,,
turn.on,オンにする,,
turret.charge.bar,タレットの充電状態: {0}/{1},,
turret.settings,タレット設定,,
tutorial.build_connector,物質反応炉を設置しました。しかし、パワーグリッドに接続する必要があります。<nobr><b>コネクタ</b></nobr>を設置しましょう。<br><br>{0},,
tutorial.build_connector_place,コネクターは、物質反応炉、バッテリー、コンピュータに届く範囲に設置します。拡大するとコネクタの範囲を確認できます。,,
tutorial.build_connector_wait,作業が完了するのを待ちましょう。<b>{0}</b>でフリーセレクトモードに戻りましょう。,,
tutorial.build_reactor,<b>エネルギー</b>の研究が完了しました。新しい機器の設計図をインストールしました。<br><br><nobr><b>物質反応炉</b></nobr>を建造し発電を開始しましょう。<br><br>{0},,
tutorial.build_reactor_place,破損していない床の上で<b>{0}</b>クリックすると、施設の設置を指示できます。<b>{1}</b>で設置前に施設の向きを変更できます。<b><color=#d2c2d6ff>丸のマーク</color></b>がついている箇所は作業スポットなので、そこに何かを設置したりはできません。ロボットが反応炉に到達出来る必要があります。ドローンにはそれを建造するスキルが足りないので。,2022-05-11,
tutorial.build_reactor_wait,それでは、<b>{0}</b>クリックして、<nobr><b>フリーセレクト</b></nobr>モードに戻りましょう。,,
tutorial.build_reactor_wait.2,建造が完了するのを待ちましょう。建造中の反応炉を選択し、左上の情報パネルで作業の状況を確認することができます。,,
tutorial.build.range.info,船のコンピュータから{0}タイル以内に機器を建造してください。,,
tutorial.camera_pan,<b>{0}</b>で視点を移動することができます。やってみましょう。,,
tutorial.camera_zoom,<b>{0}</b>でズームイン、ズームアウトができます。,,
tutorial.charge_station,"作業ユニットもまたエネルギーを必要とします。<nobr><b>クイックサーチ</b></nobr>で<nobr><b>チャージステーション</b></nobr>の設計図を探しましょう。<b>{0}</b>を押して、""チャージ""と入力し、{1}を押してください。",,
tutorial.charge_station_link,それでは、<nobr><b>チャージステーション</b></nobr>を<b>コネクタ</b>に接続しましょう。<br><br>コネクタ上で{0}を押したままドラッグすると、自動的に{1}<b>接続</b>ツールに切り替わります。,2022-07-01,
tutorial.charge_station_place,次にコネクタの範囲内で良い感じの場所を見つけ、<b>{0}</b>をクリックして設置を指示します。,,
tutorial.charge_station_wait,<b>{0}</b>で、いつでも<nobr><b>フリーセレクト</b></nobr>モードに戻ることが出来ます。作業が終わるのを待ちましょう。,,
tutorial.charge_station.controller,作業ユニットもまたエネルギーを必要とします。<nobr><b>チャージステーション</b></nobr>を設置しましょう。ツールメニューの中にあるはずです。,,
tutorial.close_panel,新たなテクノロジーを研究すると<nobr><b>研究記録</b></nobr>が貯まっていきます。その結果、研究を続けるにはメモリとディスクモジュールを追加していかなければなりません。それでは、<b>{0}</b>で研究ツリーを閉じてください。,,
tutorial.close.overlay,続行するにはオーバーレイを閉じてください。{0}でも可能です。,,
tutorial.connector.link.1,それでは、パワーグリッドを構築していきましょう。これは機器に<b>エネルギー</b>を供給し、<nobr><b>データ通信</b></nobr>を提供します。<br><br>そして、船のコンピュータと同じグリッドに接続されている機器だけが制御可能です。<br><br><b>接続</b>ツール: {0} {1} を選択してください。,2022-07-01,
tutorial.connector.link.2,接続ツールを選択したら、クリックとドラッグで<nobr><b>船のコンピュータ</b></nobr>と<b>コネクタ</b>を線で結びます。,2022-02-28,
tutorial.connector.link.3,さらに<b>コネクタ</b>と<b>物質反応炉</b>をクリックとドラッグで接続してみましょう。,2022-02-28,
tutorial.connector.link.4,次は<b>{0}</b>クリックして接続モードを終了し、右上のメニューから<nobr><b>パワーグリッドオーバーレイ</b></nobr>を有効にしてみましょう。,2022-02-28,
tutorial.deconstruct_mass.1,大量に解体を指示するには、もっと簡単な方法もあります。<br><br>{0}で<b><nobr>ラジアルメニュー</nobr></b>を開いて<nobr><b>{1} 解体</b></nobr>ツールを選択してください,2022-03-31,
tutorial.deconstruct_mass.2,<b>解体</b>ツールを選択したら、<b>3x3</b>の範囲をドラッグし、一度に解体を指示してみましょう。,,
tutorial.deconstruct_mass.limit,チュートリアルでは一度に解体を指示できるのは25タイルまでに制限されています。作業ユニットへ大量に指示をするのは、今はやめておきましょう。,,
tutorial.deconstruct_single,建造と発電のために素材が必要でしょう。<br><br><b>{0}</b>で近くの壁や床のひとつを選択してクリック<b>{1}</b>するとコンテキストメニューが開きます。そして<nobr><b>解体を指示</b></nobr>ボタンをクリックしてください。,2022-06-21,
tutorial.deconstruct.obj,オブジェクトの解体は今は無効になっています。,,
tutorial.direct_orders.1,ごく基本的なことを説明してきましたが、まだ学ぶことはたくさんあります。すべてをお話しする時間はありませんが、UIを見て回り、すべてのメニューを掘り下げることで、自力で発見することができることでしょう。<br><br>すべてを効率よく操作するには注意深く見ないといけないかもしれません。<br><br>ここではロボットたちに直接命令を出す方法を学びましょう。作業ユニットのひとつを選択し、UIの<b><nobr>管理下の作業ユニット</nobr></b>セクションにある<b><nobr>指示</nobr></b>ボタンを見つけてください。,,
tutorial.direct_orders.2,次に、管理下の作業ユニットに、選択した位置に移動するように命じます。マウスカーソルの近くにヒントが表示されています。作業ユニットが選択されていることを確認して下さい。後で直接指示を解除することを忘れないでください。そうしないと、作業ユニットは指示を待ち続けます。,2022-10-28,
tutorial.end,初心者講習はこれで完了です。ご協力に感謝します。コーデックスオーバーレイにある<b>操作マニュアル</b>をご覧になることを強くオススメします。<br><br>これから時々、私は必要に応じてヒントを提供しますね。イベントリストには常に気を配ってください。<br><br>すべての操作権限を解放しました。それでは、幸運を！,2022-08-18,
tutorial.energy_grid,<nobr><b>パワーグリッド</b></nobr>オーバーレイを使用することで未接続のデバイスを見つけたり、エネルギーの流れや生産量と消費量を確認したりできます。続けるには、パワーグリッドオーバーレイを閉じてください。何も選択していなければ、<b>{0}</b>でオーバーレイが閉じます。,,
tutorial.events,オーバーレイ コントロールの下には、現在のイベント通知のリストが表示されています。準備がよければ、テスト通知を送りますね。,,
tutorial.events.1,通知を閉じて次に進みしょう。,,
tutorial.events.2,何らかのオブジェクトでイベントが発生した場合、アイコンをクリックするとその物に移動します。ここではバッテリーにイベントを発生させてみます。イベントアイコンをクリックして、バッテリーを選択してみましょう。,,
tutorial.guidelines,わかりやすいように、見るべきところへのガイドを表示します。どうしたらいいかわからないときは、このガイドラインを目で追いかけてください。このダイアログはクリックとドラッグで移動できます。初心者コースは15分ほどで終了します。では、はじめましょう！,,
tutorial.info,選択中の物は緑色の枠で囲まれます。そして、左上に情報パネルが表示されます。<br><br><b>{0}</b>で<nobr><b>船のコンピュータ</b></nobr>を選択してみてください。<br><br>もし、どこにあるか分からない場合、<b>{1}</b>を使用すれば、視点を船のコンピュータに移動することが出来ます。船のコンピュータを選択した状態で、もう一度<b>{1}</b>を押せば船全体が表示されます。,2022-02-28,
tutorial.log.end.desc,ShipOSの初心者講習が無事終了した。最も重要な収穫は、すべての電子機器は使用する前にパワーグリッドに接続しなければならないこと。また、人間の生存者を救うには酸素と温度が必要ということ。オーバーレイをチェックして必要なテクノロジーを研究する必要がある。,,
tutorial.log.end.title,初心者講習を終了した,,
tutorial.log.skip.desc,初心者講習は退屈そうだったので飛ばした。物事を学ぶのに実践に勝る方法はない。,,
tutorial.log.skip.title,初心者講習をスキップした,,
tutorial.log.start.desc,ShipOSが提案した初心者講習を受けることにした。これ以上事態が悪化する前に、何がどうなっているのか学んでおかないと。,,
tutorial.log.start.title,初心者講習を開始した,,
tutorial.no.expected.build,まだ新たに何かを建造することはできません。,,
tutorial.overlays,時間コントロールの下には、船の状態に関する有用な情報を表示するオーバーレイの切り替えボタンがあります。すぐに、いくつかのオーバーレイのオンとオフを切り替えてみましょう。{0}キーでも可能です。,,
tutorial.overlays.2,オンとオフを切り替えるには、同じオーバーレイのアイコンを2回クリックしなければなりません。実際にやってみましょう。,,
tutorial.overlays.controller,時間コントロールの下部に、船の状態に関する有用な情報を表示するオーバーレイの切り替えボタンがあります。今からいくつかのオーバーレイのオンとオフを切り替えてみましょう。<br><br>{0}で素早く移動することもできます。,,
tutorial.reactor_configure,発電するには何らかの素材を燃やすように反応炉に設定する必要があります。反応炉を選択して<nobr><b>未設定</b></nobr>と書かれた警告アイコンをクリックしましょう。次に、燃料の種類を選択します。鉄板がお勧めです。発電効率も良く、簡単に手に入ります。,,
tutorial.reactor_wait_fill,作業ユニットが反応炉に燃料を投入するのを待ちましょう。大破したセクションのまわりにはたくさんの素材があるはずですが、いつでも船の残骸を解体して追加入手することも可能です。,,
tutorial.reactor_wait_fill_done,反応炉に燃料が入れられて発電が始まりました。,,
tutorial.relocate_bed.1,損傷した<nobr><b>{0}</b></nobr>を発見しました。修理すれば生存者のいる区画に設置できそうです。<br><br>修理が完了し、オブジェクトを選択したら<b><nobr>{1}</nobr></b>を使用してみましょう。<br><br>物を選択するには<b><nobr>フリーセレクト</nobr></b>モード（{2}）でなければいけません。,,
tutorial.relocate_bed.2,さて、新しい設置場所を見つけたら、{0}クリックで移設する場所を指定しましょう。,,
tutorial.relocate_bed.3,移設しています。,,
tutorial.repair_mass.limit,チュートリアルの間、まとめて修理できるのは25タイルまでに制限されています。今は大量の作業指示を作成するのはやめておきましょう。,,
tutorial.repair_single,使用予定の区域の損傷を修理することは重要です。損傷した機器は使用できなくなり、損傷した床の上には何も建造することができません。さらに損傷した船体構造からは酸素が漏れてしまいます。<br><br>{0}クリックして{1}<b>修理</b>ツールに切り替えて、何か修理する指示を行いましょう。<br><br>{1}<b>修理</b>ツールを選択したら損傷した物が<b><color=#cc0000ff>ハイライト表示</color></b>されます。もし近くに損傷した物がない場合、ズームアウトして周囲を見回してみてください。,,
tutorial.research,データバンクは衝突の際にほとんど破壊されてしまいました。失われた設計図を修復しないといけません。<br><br>オーバーレイの<b>研究</b>ボタンをクリックし、<nobr><b>研究ツリー</b></nobr>を開いてください (ショートカット {0}),2022-02-28,
tutorial.research_start,これが<nobr><b>研究ツリー</b></nobr>です。メイン画面のように視点を移動したり、拡大縮小できます。<br><br>各テクノロジーの研究には<b>電力</b>、<b>メモリ</b>、そして<b>ディスク</b>が必要です。研究項目内のアイコンにカーソルを合わせると、アンロックされる設計図の詳細が表示されます。<br><br>では<b>エネルギー制御</b>の研究を開始しましょう。画面を拡大縮小したり、画面を下にスクロールして探す必要があるかもしれません。,2022-01-07,
tutorial.research_wait,<b>エネルギー制御</b>の研究が完了するまで待ちましょう。時間の進行をスピードアップすれば早く終わりますします。一時停止している場合は、研究は進みません。,,
tutorial.research.energy,チュートリアルの間は、エネルギーの研究のみが開始可能です。,,
tutorial.restriction,チュートリアル中の操作制限,,
tutorial.robot.blocked,ロボットが作業場所に到達できません,,
tutorial.robot.blocked.desc,ロボットだけが物質反応炉を建造するスキルを持っています。しかし、ロボットが反応炉の場所に到達できないようです。ロボットから反応炉までの経路を確認してください。隔壁を解体する必要があるかもしれません。ロボットは多少遅れてタスクを再試行しますが、経路が確保された後、手動で強制的に再試行することもできます。この通知は状況が解決されない限り、閉じられても自動的に再通知されます。,,
tutorial.select_floor,同じ場所に複数の物がある場合、その場所を何度かクリックすれば物を順次選択できます。船のコンピュータをもう一度クリックするとその下の床が選択されます。下のレイヤーを選択すると、上の物を透かして見ることができるようになります。,,
tutorial.test_event,この通知を閉じてみましょう,2023-01-06,
tutorial.test_event.2,アイコンをクリック,,
tutorial.test_event.info,情報アイコンをクリックすると、通常はそのイベントに関する詳細が表示されます。続行するには通知を閉じてください。,,
tutorial.time_speed,<b>{0}</b>でゲーム内の時間の進行と停止が、そして<b>{1}</b>で異なるスピード間での切り替えができます。<br><br>それでは早速、時間の流れるスピードを変えてみましょう。,2022-06-06,
tutorial.unexpected.build,違う機器を建造しようとしています！<br>目標：{0}<br>選択中：{1},,
ugly.surroundings,不快なものを見かけた,,
ui.animate,アニメーション UI,,
ui.auto.padding,ワイドスクリーンでのUI配置の自動調整,,
ui.auto.scale,UIサイズの自動調整,,
ui.padding,ワイドスクリーンでのUI配置調整,,
ui.padding.tip,ウルトラワイドモニターやマルチモニターをお使いの場合に、UIを表示の中央に寄せるよう調整します。,,
ui.scale,UIサイズ,,
ui.scroll.invert,UIスクロールを反転,,
ui.scroll.speed,UIスクロールスピード: {0:0.##},,
unbind,割り当て解除,,
uncomfortable.temp,温度が不適切,,
unconfigured,未設定,,
undamaged,損傷なし,,
undiscovered.research,未発見,,
undock,離脱中,,
unequip,装備解除,,
unfinished.feature,開発が未完了の機能,,
uninstall,取り除く,,
units.imperial,インペリアル,,
units.km.millions,M km,,
units.km.thousands,K km,,
units.lightyears,ly,,
units.lightyears.billions,BLY,,
units.metric,メトリック,,
units.of.measurement,測定単位,,
unity.data.privacy,Unity Data Privacy,,
unity.data.privacy.fetch.fail,Unity Data PrivacyのURL取得に失敗しました。Error: {0}<br><br>インターネットに正しく接続されているか、ファイアウォールがアプリのインターネットへのアクセスをブロックしていないか確認してください。,,
unknown,不明,,
unlink,切断,,"as in ""remove a link"""
unload,除去,,
unlock,アンロック,,
unlocked,研究済み,,
unoccupied,未選択,,
unpowered,電源未供給,,
unreachable.areas,到達不能な区画,,
unreachable.areas.desc,船の他の部分から到達できない区画を見つけるには区画オーバーレイを開いてください。区画との間に必要に応じてドアを作ったり、外壁にエアロックを追加してください。,,
unreachable.areas.detected,到達出来ない区画が{0}個あります。,,
unreachable.required.mat,要求された資源にたどり着けない,,
unsafe.oxygen.low,危険にさらされている: 低酸素,,
unsafe.temp.too.cold,危険にさらされている: 低温,,
unsafe.temp.too.hot,危険にさらされている: 高温,,
update.available,アップデートがあります,,
update.available.info,現在のバージョンは<b>{0}</b>日前のものです！<br><br>最新のバージョン: <b>{2}</b><br>現在のバージョン: <b>{1}</b><br>最新の変更と修正: <b>{3}</b>,,
upgrade.how.to,アップグレードをインストール中,,
upgrade.how.to.desc,このアップグレードをインストールするには、対応する機器の情報パネルでアップグレードの項目を開きましょう。そして、利用可能なアップグレードの一覧から、このアップグレードを選択してください。,,
upgrade.how.to.install,インストールのやり方,,
upgrade.in.progres,アップグレードが進行中,,
upgrade.not.available,アップグレード不可,,
upgrade.slots,アップグレード スロット,,
upgrades,アップグレード,,
upload.to.steam,ワークショップにアップロード,,
use.toilet,使用中,,
used.a.toilet,トイレを使用した,,
used.planter.toilet,プランターをトイレとして使用した,,
v.mouse.sens.tip,ゲームパッドでプレイする場合は仮想のマウスポインタを操作します。この設定はそのポインタの移動速度を調整します。,,
value.is.empty,数値が未入力,,
