Key  (PURPLE means not ready for translation yet),Translation,Version,Comment (context for translators)
production.date,Production Date,,
protein,Protein,,
quantity,Quantity,,
quest.active,<b>Active Quest</b>,,Used as a list header for this quest type
quest.ColonizePlanet,Colonize a Planet,,
quest.ColonizePlanet.desc,We have to colonize a habitable planet.,,
quest.completed,<b>Quest Completed: {0}</b><br><br>{1},,
quest.ConnectToStasisArray,Connect to the Stasis Array,,
quest.ConnectToStasisArray.connectors.tip,You can extend the reach of your electricity grid by daisy-chaining multiple <b>Connectors</b>. Build and connect enough connectors to reach the <b>Stasis Array</b>.,,
quest.ConnectToStasisArray.desc,We have to extend our electricity grid to reach and connect to the <b>Stasis Array</b>. It will give us control over its life support systems and enable some oxygen and heat production around it.,,
quest.ConnectToStasisArray.merge.islands,Ensure path to <b>Stasis Array</b>,,
quest.ConnectToStasisArray.merge.islands.tip,"Merge ship sections containing <b>Ship Computer</b> and the <b>Stasis Array</b> together.<br><br>You can either use the <b>Winch</b>, or build a floor from your <b>Ship Computer</b> to the <b>Stasis Array</b>.<br><br>Make sure there is a clear path for your <b>Robot</b> (the one that can't fly) to go through.",2022-09-21,
quest.ConnectToStasisArray.reel.in,Reel in the <b>Stasis Array</b>,,
quest.ConnectToStasisArray.reel.in.tip,Select <b>Winch Hook</b> and use the <b>Reel In</b> menu item to pull the section with <b>Stasis Array</b> towards the section with <b>Ship Computer</b>.,,
quest.ConnectToSurvivorArea,Connect to the Survivor Area,2022-09-21,"When you start the game, there is a small room with survivors. You as a ship computer have to connect your electricity grid to the network inside that room."
quest.ConnectToSurvivorArea.connectors.tip,Build and connect enough connectors to reach the <b>Floor Socket</b> in the <b>Survivor Area</b>.,,
quest.ConnectToSurvivorArea.desc,We have to <b>merge our electricity grid</b> with the one <b>in the survivor area</b>. This will allow us to take control of their devices.,,
quest.ConnectToSurvivorArea.floor.socket,Connect to the <b>Floor Socket</b>,,
quest.ConnectToSurvivorArea.floor.socket.tip,Unify the electricity grid by linking the <b>Floor Socket</b> in the <b>Survivor Area</b> to your own <b>Electricity Grid</b>.,,
quest.details,Details,,"Displayed on a small button, should be short"
quest.EncloseStasisArray,Pressurize the Stasis Array,,
quest.EncloseStasisArray.desc,"To ensure safety of the colonists, the area around the <b>Stasis Array</b> must be fully enclosed, <b>Airtight</b> and <b>Insulated</b>.",,
quest.EstablishFoodProduction,Establish Food Production,,
quest.EstablishFoodProduction.desc,"Our food supply is running low. The survivors can cook for themselves, but we have to provide the required facilities.",,
quest.FindHabitablePlanet,Find a Habitable Planet,,
quest.FindHabitablePlanet.desc,Our original mission was to find a <b>habitable planet</b> for our <b>human survivors</b>. At this point we are ready to focus on this mission again.,,
quest.HailAMerchant,Hail a Merchant,,
quest.HailAMerchant.desc,"If we have a <b>Communicator</b> and a <b>Teleporter</b>, we can trade with other ships. Let's make sure we have a way to do this before we run out of essential materials.",,
quest.info,Quest: <b>{0}</b><br><br>{1}<br><br>{2},,"{0} will be quest title (i.e. ""Defeat the dragon""). {1} will be a long description, {2} will be a list of rewards"
quest.MakeShipFlightReady,Make Ship Flight Ready,,
quest.MakeShipFlightReady.bridge.controls.tip,<b>Bridge Controls</b> will give us access to the <b>Starmap</b> so we can finally see our location in the Universe.,,
quest.MakeShipFlightReady.desc,We have to restore our ship's space flight capability. That way we can reach a nearby planet and run some mining expeditions to gather more resources. ,,
quest.MakeShipFlightReady.thruster.tip,"If we're lucky, there will be at least one repairable <b>Thruster</b> somewhere in the wreckage. If not, we may have to do additional research to acquire the blueprint.",,
quest.new,New Quest: <b>{0}</b><br><br>{1}<br><br>{2},,"{0} will be quest title (i.e. ""Defeat the dragon""). {1} will be a long description, {2} will be a list of rewards"
quest.no.active,No Active Quest,,
quest.no.active.many.available.tip,There are <b>{0} available quests</b>: {1}<br>Set a quest as <b>Active</b> to start tracking its progress.,,{0} is a number (2 or greater). {1} will be the list of quest names
quest.no.active.one.available.tip,There is <b>one available quest</b>: {0}<br>Set the quest as <b>Active</b> to start tracking its progress.,,{0} is the quest name
quest.pause,Pause,,"Deactivates the quest, or stops following it. Should be short text, displayed on a fairly small button"
quest.ProvideChargeStation,Provide a Charge Station,,
quest.ProvideChargeStation.build.connector.tip,All devices have to be connected through a network of <b>Connectors</b>. Build a Connector and use the <b>Connect</b> tool to link it to your <b>Ship Computer</b> and then to the <b>Matter Reactor</b>. ,,
quest.ProvideChargeStation.build.reactor.tip,"While <b>Ship Computer</b> generates a small amount of power on its own, it will not be enough. <b>Matter Reactor</b> can burn almost any type of material to produce electricity.",,
quest.ProvideChargeStation.configure.reactor,Configure the <b>Matter Reactor</b>,,
quest.ProvideChargeStation.configure.reactor.tip,Select the <b>Matter Reactor</b> and use the top-left Info Panel to configure it to burn some type of fuel. We recommend <b>Steel Plate</b> as it has decent energy output and is easy to get.,,
quest.ProvideChargeStation.desc,"Before anything else, we must ensure that our robotic workers will have a way to recharge themselves.",2022-09-20,
quest.reward.research.discover,New Research: <b>{0}</b>,2022-09-20,Displayed in a list of rewards. This will reveal a new research tree branch. {0} is the technology name.
quest.reward.research.progress,Research Progress: <b>{0}</b>: <b>+{1}</b>,,"Example: ""Research Progress: Biotech: +20%"""
quest.reward.research.unlock,Unlock Research: <b>{0}</b>,,Displayed in list of rewards. This will unlock a technology with name {0}
quest.rewards,Rewards,,
quest.set.active,Set Active,,"Displayed on a small button, should be short"
quest.show,Show Quest,,
quest.show.all,Show Quests,,
quest.step.build.many,Build <b>{0} {1}</b>,,"{0} will be a multiplier, {1} will be the device name. Example: ""Build <b>x2 Matter Reactor</b>"""
quest.step.build.one,Build a <b>{0}</b>,,"{0} will be the device name. Example: ""Build a <b>Matter Reactor</b>"""
quest.step.build.tip,You can find the blueprint for this item in the <b>Radial Menu</b>:<br>{0},,
quest.step.build.tip.search,Tip: Use <b>Quick Search</b> ({0}) to <b>find any blueprint</b> by typing its name.,,
quest.step.chain.connectors,Build a chain of Connectors,,
quest.step.colonize,Colonize a <b>Habitable Planet</b>,2022-09-26,
quest.step.colonize.tip,This is our main goal. We have to settle in a fully terraformed planet and let our colonists live happy lives.<br><br>We will still be able to continue our journey after this goal is completed.,,
quest.step.completed,<b>Done [{0}/{1}]</b>: {2},2022-09-21,"{0}/{1} will be numbers. {2} will be a task from the quest., Example: ""<b>Done [4/8]: Build a Matter Reactor"""
quest.step.configure.crafter,Start producing <b>{0}</b>,,
quest.step.configure.crafter.tip,Select a <b>{0}</b> and configure it to produce <b>{1}</b>. You may need to increase the target amount or the device will remain idle.,,
quest.step.connect.to,Connect to the <b>{0}</b>,,"{0} will be a device name, i.e. Connect to the Stasis Array"
quest.step.enclose,Enclose the <b>{0}</b>,2022-09-23,"{0} is the device name (i.e. Stasis Array). Context: It will ask the player to enclose the device with walls, close all doors, vents and repair the damage. Tooltip below will explain it."
quest.step.enclose.tip,Build <b>Walls</b> and <b>Floors</b> to create a fully enclosed room around the <b>{0}</b>.<br><br>Open the <b>Rooms</b> overlay to see the list of currently enclosed areas.,2022-09-23,{0} is the device name (i.e. Stasis Array)
quest.step.find.habitable.planet,Discover a <b>Habitable Planet</b>,,
quest.step.find.habitable.planet.tip,"Use the <b>Telescope</b> to search the observable Universe for a <b>Habitable Planet</b>. After your find it, set course for it and start researching <b>Terraforming</b>.",,
quest.step.hail.a.merchant,Hail a Merchant,,
quest.step.hail.a.merchant.tip,"Use the <b>Communicator</b> to activate a <b>Merchant Beacon</b>. Make sure the communicator can be accessed by a human, because they will do the talking for you.",,
quest.step.have.on.grid.many,Build and Connect <b>{0} {1}</b>,,"{0} will be a multiplier, {1} will be the device name. Example: ""Build and Connect <b>x2 Matter Reactor</b>"""
quest.step.have.on.grid.one,Build and Connect a <b>{0}</b>,,"{0} will be the device name. Example: ""Build and Connect a <b>Matter Reactor</b>"""
quest.step.have.one.section,Connect All Ship Sections,,
quest.step.have.one.section.tip,"To travel in space, we need to have our ship in one piece. Use the <b>Winch Hook</b> and <b>Winch Anchor</b>, or build floors to merge separate sections together. Consult the <b>Sections</b> overlay for more information. ",,
quest.step.make.accessible,Make the {0} accessible,,{0} is the device name (i.e. Stasis Array)
quest.step.make.accessible.tip,"To make an area accessible, it must have at least one <b>Door</b>. The door should eventually lead to an <b>exit to the outside</b>.<br><br>Use the <b>Rooms</b> overlay to see the which areas are unreachable from the outside.",,
quest.step.make.airtight,Pressurize the room with the {0},,{0} is the device name (i.e. Stasis Array)
quest.step.make.airtight.tip,"To pressurize a room:<br> - <b>Repair</b> damaged structure<br> - <b>Connect</b> all <b>Doors</b> and <b>Vents</b> to your electricity grid<br> - <b>Close</b> the vents if they are facing the open space.<br><br>Consult <b>Airtightness</b>, <b>Insulation</b> and <b>Rooms</b> overlays for more information.",,
quest.step.make.ship.flight.ready,Make Ship Flight Ready,,
quest.step.make.ship.flight.ready.tip,Go through the flight readiness checks in <b>{0}</b> overlay and make sure we are ready for <b>Interplanetary Flight</b>.,,
quest.step.optional,Optional,,
quest.step.produce.many,Produce <b>{0} {1}</b>,,
quest.step.produce.one,Produce a <b>{0}</b>,,
quest.step.produce.tip,Ways to produce <b>{0}</b>:{1},,
quest.step.research,Research <b>{0}</b>,,"This line will ask the player to research a technology. I.e. ""Research <b>Biotech</b>"""
quest.step.research.tip,Open the <b>Research Tree</b> and add {0} to the queue. You can use the <b>Search</b> button to find it.,,"{0} will be chain of research items, i.e. ""Biotech > Vegetarian Food"""
quest.step.set.ship.forward.direction,Set Ship Forward Direction,,
quest.step.set.ship.forward.direction.tip,"Open the <b>{0}</b> overlay and select the ship's <b>Forward Direction</b>. It should be the opposite of where your engines are facing, but you can relocate the engines and pick any direction you want.",,
quest.step.terraform,Terraform <b>{0}</b>,,
quest.step.terraform.tip,To terraform <b>{0}</b> you have to use the <b>{1}</b> near a terraformable planet.,,"{0} will be the terraforming type (i.e. Biosphere), {1} will be device name (i.e. Biosphere Generator)"
quest.tasks.completed,Completed Tasks,,
quest.tasks.current,Current Tasks,,
quest.tasks.failed,Failed Tasks,,
quests,Quests,,
quests.active,Active,,"Appears on buttons that switch tabs, should be short"
quests.available,Available,,"Appears on buttons that switch tabs, should be short"
quests.completed,Completed,,"Appears on buttons that switch tabs, should be short"
quests.failed,Failed,,"Appears on buttons that switch tabs, should be short"
quests.list.available,Available Quests,2022-09-21,Used as a list header for this quest type
quests.list.completed,Completed Quests,2022-09-21,Used as a list header for this quest type
quests.list.failed,Failed Quests,2022-09-21,Used as a list header for this quest type
radar,Radar,,
radar.not.available,Radar is currently not available,,
raid,Raid,,
raid.avoided,"Great news, everyone. We have avoided the raiders!",,
random.color,Random Color,,
randomize,Randomize,,
reach.work.spot,Reach work spot,,
reactor.efficiency,Reactor Efficiency,,
reactor.efficiency.desc,"A relative number, showing how efficiently this reactor converts fuel into electricity. Higher efficiency will make the same amount of fuel last longer, producing more electricity over time. Different reactor types have different efficiency. You can increase the efficiency by installing upgrade modules.",,
ready,Ready,,
ready.for.expedition,Ready for Expedition,,
ready.to.retry,Ready to retry,,
recently.cancelled.by.someone,Recently cancelled by someone else,,
recharge,Recharge,,
recover,Recover,,
reel.in,Reel In,,
refill,Refill,,
refill.pet.bowl,Refill Pet Bowl,,
refill.priority,Refill Priority,,
refill.priority.help,"Refill priority determines the importance of automatically refilling this object when the supply becomes low. 0 will completely prevent refill, while 9 is top priority.",,
refocus,Refocus,,Used on a button that finds your space ship in the starmap. It focuses the camera on your ship. Also used in Researc Tree to quickly find and focus the camera on the technology that you are currently researching. Should be short.
refresh,Refresh,,Verb. Used on a button that refreshes some list of items. Should be short.
refridgerator,Refrigerator,,
reject,Reject,,
rejected.by.worker,Rejected,,
relationships,Relationships,,
relocate,Relocate,,
relocation.pending,Relocation Pending,,
remove,Remove,,
remove.from.queue,Remove from Queue,,
rename,Rename,,
repair,Repair,,
repairing,Repairing,,
repeat,Repeat,,
replace,Replace,,
replace.object,Replace Object,,
replacement.in.progress,Pending Replacement,,
req.material,Requires: {0},,
req.nav.flight,Requires ability to fly,,
req.skill,Requires skill: {0},,
request.count,Request Count,,A label for a number that shows how many times something was requested from a worker.
request.merchant.type,Choose a Merchant Type,,
request.wake.up,Request Wake Up,,
required.for.building,Required for building:,,
required.for.building.num,Required for building {0} blueprints,,
required.for.crafting,Required for crafting:,,
required.for.crafting.num,Required for crafting {0} items,,
required.skills,Required Skills,,
requires.oxygen,Requires Oxygen,,
rescue.being,Rescue {0},,{0} will be the name of the being
rescue.grounded.in.space,Rescuing a being stuck in space,,
research.atmospherecontrol,Atmosphere Control,,
research.atmospheregeneration,Atmosphere Generation,,
research.autodoc,AutoDoc,,
research.autokitchen,Auto Kitchen,,
research.base,Base,,
research.biospheregeneration,Biosphere Generation,,
research.biotech,Biotech,,
research.blackholes,Black Holes,,
research.cancel,Pause Research,,
research.cant.do.parallel,Not enough resources for <b>Parallel Research</b>:<br>{0},,"{0} will be something like ""Research lacks Memory or Disk"". Displayed if multiple research items are running and this one cannot reserve the resources"
research.carrier,Carrier,,
research.cleaningbot,Cleaning Bot,,
research.cloning,Cloning,,
research.clothing,Clothing,,
research.coffee,Coffee,,
research.communications,Communications,,
research.complete,Research complete: <nobr><b>{0}</b></nobr><br>Unlocked new blueprints: {1},,
research.complete.no.unlockables,Research complete: <nobr><b>{0}</b></nobr>,,
research.computing,Computing,,
research.computingadvanced,Advanced Computing,,
research.construction,Construction,,
research.constructionadvanced,Advanced Construction,,
research.constructionspeed,Construction Speed x2,2022-05-30,
research.constructionspeed2,Construction Speed x4,2022-05-30,
research.constructionspeed3,Construction Speed x8,2022-05-30,
research.cooling,Cooling,,"Label on research technology node that contains devices like ""cooler"" and ""heat sink"""
research.cryogenics,Cryogenics,,
research.diskcompression,Disk Compression,,
research.drone,Drone,,
research.economy,Economy,,
research.economy.desc,Unlocks the Economy Overlay functionality,,
research.electronics,Electronics,,
research.elysium,Elysium,,
research.elysium.desc,Enables conversion of the Stasis Array into Elysium.,,
research.elysiumefficiency,Elysium Efficiency,,
research.elysiumelectricity,Elysium Electricity Production,,
research.emblems,Emblems,,
research.energy,Energy,,
research.energy.limit,Research energy limit,,
research.energyadvanced,Advanced Energy,,
research.energyautomation,Energy Automation,,
research.energyefficiency,Energy Efficiency,,
research.energynuclear,Nuclear Energy,,
research.energystorage,Energy Storage,,
research.energystorageadvanced,Nuclear Energy Storage,,
research.energyweapons,Energy Weapons,,
research.forcefields,Force Fields,,
research.furniture,Furniture,,
research.furnitureadvanced,Advanced Furniture,,
research.heating,Heating,,
research.hygiene,Hygiene,,
research.inefficient,Inefficient Research,,
research.inefficient.tip,Current <b>research will take longer</b>. There is <b>not enough spare electricity</b> to run research at full capacity.,,
research.lacks.disk,Research lacks <b>Disk</b>,,
research.lacks.disk.and.memory,Research lacks <b>Disk</b> and <b>Memory</b>,,
research.lacks.memory,Research lacks <b>Memory</b>,,
research.lacks.resources,Research lacks resources,,
research.largeplanter,Large Planter,,
research.lighting,Lighting,,
research.liquidprocessing,Liquid Processing,,
research.manufacturing,Manufacturing,,
research.manufacturingadvanced,Advanced Manufacturing,,
research.mindcontrol,Mind Control,,
research.molecularrearrangement,Molecular Rearrangement,,
research.not.powered,Cannot show research while Ship Computer is not powered. Connect the Ship Computer to the electricity grid.,,
research.nutrientextraction,Nutrient Extraction,,
research.oceangeneration,Ocean Generation,,
research.overclocking,Overclocking,,
research.pending,Research pending,,
research.probe,Probe,,
research.processingefficiency,Processing Efficiency,,
research.propulsion,Propulsion,,
research.propulsionadvanced,Advanced Propulsion,,
research.propulsionftl,FTL Propulsion,,
research.quantumcomputing,Quantum Computing,,
research.quantummechanics,Quantum Mechanics,,
research.queue,Research Queue,,
research.queue.count,Research Queue: {0},,
research.recycling,Recycling,,
research.recyclingadvanced,Advanced Recycling,,
research.researchstation,Research Station,,
research.resourceprocessing,Resource Processing,,
research.resourceprocessingadvanced,Advanced Processing,,
research.robot,Robot,,
research.robotics,Robotics,,
research.roboticsadvanced,Advanced Robotics,,
research.scanning,Scanning,,
research.science,Science,,
research.security,Security,,
research.securitycontrols,Security Controls,,
research.selfreplication,Self Replication,,
research.sentry,Sentry Drone,,
research.shuttle,Shuttle,,
research.shuttleupgrades,Shuttle Upgrades,,
research.smelting,Smelting,,
research.solaradvanced,Advanced Solar,,
research.spacesuit,Space Suit,,
research.spacetravel,Space Travel,,
research.starcredsmining,Starcreds Mining,,
research.start,Start Research,,
research.stockinsights,Stock Market Insights,,
research.stockinsights.desc,Unlocks extra details about the Stock Market instruments.,,
research.stockmarket,Stock Market,,
research.stockmarket.desc,Unlocks the Stock Market view with real-time prices and charts.,,
research.stocktrading,Stock Trading,,
research.stocktrading.desc,Unlocks the ability to trade in the Stock Market.,,
research.storage,Research Storage,,
research.storage.details,Stored Research,,
research.technology,Technology,,
research.technologyadvanced,Advanced Tech,,
research.telescope,Telescope,,
research.temperaturecontrol,Temperature Control,,
research.terraforming,Terraforming,,
research.terraingeneration,Terrain Generation,,
research.tip.energy_kwh,Total electricity required to fully research this technology.,,
research.tip.memory,Amount of active memory required during the research.<br>Depends on research complexity.,,
research.tip.storage,Permanent storage required to keep<br>the research results memorized.,,
research.tip.tier,Research tier. Completing lower-tier research may be necessary to move on to researching technology of a higher-tier.,,
research.tractorbeam,Tractor Beam,,
research.treadmill,Treadmill,,
research.tree,Research Tree,,
research.vegetarianfood,Vegetarian Food,,
research.weaving,Weaving,,
research.winch,Winch,,
researching,Researching: {0},,
researching.pct,Research: {0} ({1}),,
reservations,Reservations,,
reserved.by,Reserved By,,"This is a label next to a worker name who has reserved some resource - a pile of steel or an equipment item, etc."
reserved.by.detailed,Reserved by {0},,{0} is a being name
reserved.for,Reserved for {0},,"{0} is time. Example: ""Reserved for 18h 12m"""
reset,Reset,,
reset.input.bindings.tip,Will reset all input bindings to default values.,,
reset.tips,Reset Tips,,
reset.to.defaults,Reset to Defaults,,
resource.accumulation.bar,Resource accumulation: {0},,
restart.now,Restart Now,,
restart.required,Relaunch Required,,
restart.required.info,"To apply this change, you have to fully exit and start the game again.",,
resume,Resume,,
return,Return,,
revert,Revert,,
riding.a.bot,Riding a bot,,This is for displaying what a being is currently doing. Right now it is used when a cat rides the cleaning robot.
rmb.behavior,{0} behavior above device,,{0} will be replaced by the image displaying either the right mouse button or the gamepad button that is bound to the same action
rmb.behavior.context,Show Device Context Menu,,
rmb.behavior.radial,Show Radial Menu,,
rmb.behavior.tooltip,Choose what {0} does when clicked above an unselected device.,,
roam.around,Roam Around,,
roam.away,Move away from work spot,,
robot.required,Robot required,,
role.destroy,Role: Destroy,,
role.play,Role: Play,,
role.talk,Role: Talk,,
role.work,Role: Work,,
room,Room,,
room.ambient.light.amt,Room Ambient Light Amount,,
room.ambient.light.amt.tip,Adjusts how dark the enclosed areas without light sources will look. You should install lights in enclosed rooms to make them well lit.,,
room.id,Room #{0},,
room.lighting,Advanced Room Lighting,,
room.lighting.tip,"When enabled, light sources are confined by room walls. Can improve performance in extremely large maps.",,
room.nr,Room #{0},,
room.nr.unreachable,Room #{0} <color={1}><b>UNREACHABLE!</b></color>,,
rotate.tip,Rotate with {0},,
run.in.bg,Run in Background,,
run.research,Run Research,,
safety.check.off,Safety Check Off,,
safety.lacks.oxygen,Object in Unsafe Area: <b>Low Oxygen</b>,,
safety.lacks.oxygen.too.cold,Object in Unsafe Area: <b>Low Oxygen / Too Cold</b>,,
safety.lacks.oxygen.too.hot,Object in Unsafe Area: <b>Low Oxygen / Too Hot</b>,,
safety.too.cold,Object in Unsafe Area: <b>Too Cold</b>,,
safety.too.hot,Object in Unsafe Area: <b>Too Hot</b>,,
sandbox.mode,Sandbox Mode: ON,,
satisfying.hunger,Satisfying Hunger,,
save,Save & Exit,,
save.and.exit,Save and Exit to Main Menu,,
save.and.exit.os,Save and Exit to OS,,
save.deleted,Save Deleted,,
save.disabled,Saving Disabled,,
save.disabled.tutorial,Saving is not allowed during the tutorial.,,
save.error,Save Error,,
save.failed,Save Failed,,
save.failed.info,Developer notified. Fail reason: {0},,
save.file,Save File,,
save.info,Seed: {0} / {1}x{2},,
save.load.anytime,Save/Load Anytime,,
save.migration,Save Migration,,
save.migration.question,This save file was created with Stardeus Demo with the <b>Random</b> story generator. You can switch to the <b>Balanced</b> story generator if you want the story to be easier on you early in the game.<br><br>Please confirm which story generator you would like to use.,,
save.playtime,Play Time,,
save.time,Save Time: {0},,
saved,Saved,,Notification about successfully saved game
scan,Scan,,
scan.progress,Scan Progress,,
scenario.empty_ship,Empty Ship,,
scenario.empty_ship.tooltip,Start with randomly generated empty spaceship,,
scenario.leaving_earth,Leaving Earth,,
scenario.leaving_earth.tooltip,Start with a small platform and a ton of materials,,
scenario.random_ship,Random Ship,,
scenario.random_ship.tooltip,Start with functional randomly generated spaceship,,
scenario.sandbox,Sandbox,,
scenario.sandbox.tooltip,Start with empty space with instant build enabled (creative mode),,
scenario.wrecked_empty_ship,Wrecked (Main),,
scenario.wrecked_ship,Wrecked With Stuff,,
screen.shake,Screen Shake,,
scroll.speed.tip,Adjusts the speed of the mouse wheel scroll in UI elements (does not apply to Research Tree and Starmap).,,
search,Search,,
search.for,Search for,,
searching,Searching,,
searching.for.clothing,Searching for clothing,,
searching.for.headgear,Searching for headgear,,
searching.for.merchant,Searching for Merchant,,
searching.for.weapon,Searching for a weapon,,
section,Section,,
sections,Sections,,
security.controls,Security Controls,,
security.controls.missing,Controls Missing,,
security.controls.missing.info,"This function requires a connection to a Security Controls device. Research ""Security Controls"" to acquire the Security Controls blueprint.",,
seed.randomize,Randomize Seed,,
seeking.medical.attention,Seeking medical attention,,
seeking.relief,Seeking Relief,,This is about a being looking for a toilet
select,Select,,
select.ammo,Select Ammo Type,,
select.crew,Select Crew,,
select.energy.source,Select Energy Source,,
select.food,Select Food,,
select.fuel,Select Fuel Type,,
select.material,Select Material,,
select.plant,Select Plant,,
select.processable,Select Processable,,
select.projectile,Select Projectile,,
select.shuttle,Select Shuttle,,
select.skill,Select Skill,,
select.target,Select Target,,
select.target.material,Select Target Material,,
select.terraforming.material,Select Terraforming Material,,
select.upgrade,Select Upgrade,,
select.worker,Select Worker,,
self.repair,Self Repair,,
sell,Sell,,
settings.not.applied,Settings Not Applied,,
settings.not.applied.info,You have closed the settings panel without applying some changes. Would you like to apply them now?,,
settle.in,Colonize {0},,
settle.in.combat,Cannot settle in while combat is in progress,,
settle.in.confirm,"This is it. You are about to fulfill your purpose as the Ship Computer. Please confirm the intent to settle your human colonists on {0}.<br><br>This action will remove the Stasis Array and most of your colonists, except those who choose to stay and go on exploring the Universe.",,
settle.in.expeditions,Cannot settle in while an expedition is in progress,,
settled.in,Colonized {0},,
settling.in,Colonizing {0},,
shift.goto,Click {0} while holding {1} to order to move here,,
ship.accelerating,Ship Accelerating,,
ship.capable.intergalactic,Intergalactic Flight,,
ship.capable.interplanetary,Interplanetary Flight,,
ship.capable.intersystem,Intersystem Flight,,
ship.computer.destroyed,<size=200%>Ship Computer Was Destroyed</size>,,
ship.cpu.deconstruct.damaged,Aborting deconstruction. Damaged ship computer cannot be safely disassembled. Repair the damage first.,,
ship.decelerating,Ship Decelerating,,
ship.direction,Ship Forward Direction,,
ship.direction.not.set,Ship Forward Direction is not set. You have to set it in the Ship Controls Overlay.,,
ship.direction.set,Choose Ship Forward Direction,,
ship.direction.unset,Unset Ship Direction,,
ship.engines.offline,Engines are offline (unpowered or disconnected),,
ship.engines.ready,Engines Online,,
ship.flight.impossible,Ship is currently not operational due to the following reasons:<br><br>{0},,
ship.flight.ready,Ship is Flight Ready,,
ship.has.bridge.controls,Bridge Controls Online,,
ship.has.bridge.controls.operator,Bridge Operator Available,,
ship.in.one.piece,Ship in One Piece,,
ship.log,Ship Log,,
ship.must.be.stopped.first,Cannot perform this operation while ship is in motion,,
ship.navigation,Ship Navigation,,
ship.no.bridge.controls,Bridge Controls Offline,,
ship.no.bridge.controls.operator,No Bridge Operator,,
ship.no.engines,Engines Offline,,
ship.not.in.one.piece,Ship Not in One Piece,,
shooter,Shooter,,For displaying the name of the person who fired a bullet. You can inspect a bullet to see who is the shooter. 
short.title,Short Title,,
shortcut.not.bound,(not bound),,
shortcut.tip,Shortcut: {0},,
show,Show,,
show.areas,Show Rooms,,
show.build.guidelines,Build mode guidelines,,
show.destination,Show Destination,,
show.engines,Engines,,
show.hints.after.load,Show Hints after Load,,
show.research.tree,Open Research,,
shower,Shower,,
shower.dirty,Shower is clogged,,
shutdown,Shutdown,,
shuttle,Shuttle,,
shuttle.crew.full,This shuttle cannot fit any more crew members,,
shuttle.damaged,Shuttle is damaged,,
shuttle.damaged.desc,Shuttle must be repaired before it can be launched on an expedition,,
shuttle.has.pending.task,Shuttle has pending task,,
shuttle.has.pending.task.desc,This shuttle cannot be used because it has a pending task. Cancel the task or wait for it to be completed first.,,
shuttle.lost.info,This shuttle is lost and cannot be recovered. You should remove the landing pad.,,
shuttle.storage.full,"Shuttle ""{0}"" is aborting current mining operation. Storage is full.",,
silence,Silence,,
silence.periods.none,None,,
siren.active,Active,,
siren.armed,Armed,,
siren.off,Siren Off,,
situation,Situation,,
situation.ActiveThreats,Active Threats,,
situation.Areas,Rooms,,
situation.BaseNetWorth,Base Net Worth,,
situation.BreakdownCandidates,Mental Breakdown Candidates,,
situation.Breakdowns,Mental Breakdowns,,
situation.Colonists,Colonists,,
situation.Days,Days Survived,,
situation.Difficulty,Difficulty,,
situation.Enemies,Enemies,,
situation.ExpeditionsCompleted,Completed Expeditions,,
situation.ExpeditionsOngoing,Ongoing Expeditions,,
situation.Friendlies,Friendlies,,
situation.GridBatCharge,Battery Charge Level,,
situation.GridBatOutput,Battery Reserve,,
situation.GridConsumption,Grid Consumption,,
situation.GridDeficit,Electricity Grid Deficit,,
situation.GridMaxOutput,Electricity Grid Max Output,,
situation.Grids,Electricity Grids,,
situation.GridSize,Electrical Device Count,,
situation.HumanDeaths,Friendly Human Deaths,,
situation.Islands,Islands,,
situation.Mats,Materials,,
situation.Months,Months Survived,,
situation.NetWorth,Net Worth,,
situation.Personas,Personas,,
situation.ResearchedTech,Researched Tech,,
situation.ShipComputers,Connected Ship Computers ,,
situation.SpaceObjectsDiscovered,Discovered Space Objects,,
situation.StoryEvents,Story Events,,
situation.TotalCPU,Total CPU,,
situation.TotalDisk,Total Disk,,
situation.TotalMemory,Total Memory,,
situation.Weeks,Weeks Survived,,
situation.Workers,Workers,,
situation.Years,Years Survived,,
size.large,Large,,
size.medium,Medium,,
size.small,Small,,
skill.Cleaning,Cleaning,,
skill.Construction,Construction,,
skill.lvl,LVL {0}/{1},,
skill.maxed.out,This skill is already at maximum level.,,
skill.Mining,Mining,,
skill.Navigation,Navigation,,
skill.Operate,Operate,,
skill.Repair,Repair,,
skill.Science,Science,,
skill.up,{0} {1} level up to {2},,"{0} is being name, {1} is skill name {2} is level (number). Example: ""John Construction level up to 4"""
skill.Wisdom,Wisdom,,
skills,Skills,,
skills.info,Being skills determine what kinds of tasks they can work on. Skills level up over time when they are used.,,
skip,Skip,,
skip.reason,Skip reason: {0},,
skip.tutorial,Skip Tutorial,,
skip.tutorial.confirm,"Do you want to skip the tutorial? If you are not familiar with the game, going through it is highly recommended.",,
sleep.interrupted,Sleep was interrupted,,
sleeping,Sleeping,,
sleeping.slots,Sleeping Spots,,
sleeping.slots.pets,Sleeping Spots (Pets),,
slept.in.bed,Slept in a bed,,
slept.in.familiar.bed,Slept in familiar bed,,
slept.in.unfamiliar.bed,Slept in an unfamiliar bed,,
slept.too.short,Sleep was too short,,
slog.expedition,Expedition to {0},,
slog.identify,Identified {0},,"{0} will be the space object name, i.e. a planet name or a space ship name, etc."
slog.leave,Leaving {0},,
slog.trade,Trade with {0},,
slog.visit,Visiting {0},,
smelt.ore,Smelt Ore,,
