Key,Translation,Version,Comment (context for translators)
quest.PerformHyperjump,Виконати Гіперстрибок,,
quest.PerformHyperjump.desc,Не варто навіки залишатися у цьому Секторі. Виконайте Короткий <b>Гіперстрибок</b> щоб детальніше дослідити інші Сектори у цьому Регіоні космосу.,,
quest.PerformHyperjump.fusiondrive.tip,"Для виконання <b>Гіперстрибка</b> необхідно мати на борту функціонуючий <b>Фьюжн-двигун</b>, завантажений <b>Фьюжн-Блоками</b> у якості пального.",,
quest.TradeWithSpaceStation,Торгувати із Космічною Станцією,,
quest.TradeWithSpaceStation.desc,Торгівля - це важливий засіб для отримання необхідних ресурсів. Знайдіть одну з <b>Космічних Станцій</b> та спробуйте щось купити або продати.,,
quest.VisitAnotherRegion,Відвідати Інший Регіон Космосу,,
quest.VisitAnotherRegion.desc,Цей день настав - починаємо досліджувати навколішний простір! Знайдіть <b>Гіпер-Комутатор</b> та виконайте <b>Довгий Гіперстрибок</b>.,,
quest.step.execute.trade.tip,"Відкрйте <b>Зоряну Мапу</b>, потім клікніть на <b>Космічній Станції</b>, оберіть у її ІК пункт <b>Торгувати</b>, та спробуйте купити, продати, або обміняти деякі товари.",,
obj.materials.aerolith,Аероліт,,
obj.materials.terranite,Терраніт,,
obj.materials.edenium,Едемій,,
obj.materials.hydronium,Гідроній,,
obj.materials.aerolith.desc,"Рідкісний мінерал, що є каталізатором у хімічних реакціях газів, за допомогою яких створюється придатна для дихання людей атмосфера.",,
obj.materials.terranite.desc,"Рідкісна кристалічна речовина, візуально схожа на прозорий бурштин. Здатна змінювати структуру твердої поверхні навколо себе, використовуючи свої геофізичні властивості.",,
obj.materials.edenium.desc,"Рідкісна кристалічна речовина, що є джерелом поживних речовин та мінералів для різноманітних рослин. Надзвичайно прискорює розвиток та ріст рослин при додаванні у почву.",,
obj.materials.hydronium.desc,"Рідкісний мінерал, що є каталізатором у хімічних реакціях із утворенням води. Значно сприяє утворенню води із певних газів у атмосфері.",,
scenario.NoRobots,Без Роботів,,
scenario.NoRobots.tooltip,"Спробуйте впоратися із Кораблем, якщо команда складатиметься виключно із людей. Це достатньо складний варіант гри, рекомендовано для ігроків із певним досвідом.",,
objects.devices.storage,Складський Модуль ({0}),2024-09-18,
space.effect.star,Увага: Наближення до Зірки,,
space.effect.star.desc,"Корабель наближається до <b>Зірки</b>. Завдяки величезній кількості випромінювання від неї, виробництво електрики Сонячними Панелями збільшується на <b>{0}</b>, а також Корабель потроху накопичуватиме тепло (~<b>{1}</b> на годину).",,{0} is percentage; {1} is degrees celsius or farenheit
obj.plants.artilleryfungus,Вибухові Гриби,,
obj.plants.artilleryfungus.desc,"Живий організм царства гриби. Процес розмноження нагадує вибух, під час якого навкруги розкидаються спори разом із липкою речовиною, вкриваючи будь-яку поверхню поблизу.",2026-07-17,
space.effect.alien.lifeform,Увага: Виявлено Форму Життя,,
space.effect.alien.lifeform.desc,Сенсорами виявлено присутність чужорідних живих організмів у цьому секторі. Слід бути обережним.,,
,,,
research.economy.onlineshop,Онлайн-Магазин,,
online.shop.unlocked,"Технологія <b>{0}</b> наразі доступна для використання. Тепер можна просто замовити необхідні товари онлайн, і їх буде доставлено безпосередньо на борт Корабля! Але комфорт має свою ціну - і ця ціна буде преміальною.",,{0} is Online Shop
adj.available,Доступне,,
create.shop.order,Створити Замовлення,,
capsule.delivery,Доставка у Вантажній Капсулі,,
capsule.delivery.tip,Замовлені товари доставить на борт <b>{0}</b>.,,{0} is Storage Capsule translation
exit.hyperspace.first,Ця дія недоступна під час виконання Гіперстрибків. Спочатку слід завершити перебування у Гіперпросторі.,,
shop.orders.pending.delivery,Доставку Незавершено,,
shop.orders.delivered,Доставки Виконані,,plural
shop.orders.delivery.failed,Доставка Невдала ,,
shop.order.wrong.location.tip,"Корабель покинув локацію, що призначено місцем доставки. Слід повернутися до початкової локації - в іншому разі доставка завершиться невдачею!",,
shop.order.wrong.location,Некоректна локація!,,
shop.order.delivered,Доставку Виконано ,,singular
shop.order.lost,Доставку Втрачено,,
shop.order.estimated.delivery,Доставка очікується за : {0},,{0} is time
noun.price,Ціна,,
difficult.start.region.warning,"Увага! Обраний Регіон вважається складним, тож доступ до деяких необхідних на початковому етапі ресурсів може виявитися ускладненим. Будь ласка підтвердіть своє рішення розпочати гру саме тут.",,
quest.ProvideEntertainment,Влаштувати Розваги,,
quest.ProvideEntertainment.desc,Для підтримки свого психічного здоров'я колоністам потрібно якось відволікатися від щоденної побутової та робочої реальності. Буде гарною ідеєю влаштувати деякі споруди та пристрої для цього. ,,
story.wreck_empty_ship.intro.6,"Для гірничовидобувних експедицій можна скористатися цим <b>Шатлом</b>. Успішні експедиції дозволять налагодити виробничі ланцюжки, добувати та переробляти сировину у матеріали, що необхідні для розбудови Корабля.",2024-10-04,
noun.multiple.items,{0} предметів,,{0} will be a number above 1
craft.order.new,Нове Замовлення,,label for a button that creates a new order for a device to produce something
craft.order.settings,Параметри Замовлення,,label for crafting order settings
explosion.at,Вибух у {0},,{0} is position coordinate
space.object.info.Asteroid,"Астероїд без будь-яких ознак життя, що повільно дрейфує космічним простором.",,
quest.available,Доступний Квест,,
quest.click.to.accept,Клікніть щоб прийняти цей квест.,,
noun.strength,Міцність,,
available.quests,Доступні Квести,,
research.required.generic,Цей функціонал стане доступним після виконання Дослідження <b>{0}</b>,,{0} is research node name. for example Stock Market
cryostability.unstable.warning,"Наразі Стазис-Масив перебуває у небезпечному та нестабільному стані, і, як наслідок, колоністи будуть прокидатися від Кріо-Сну із тяжкими фізичними та психічними ушкодженнями. <b>Слід підключити Стазис-Масив до електричного живлення якнайшвидше.</b>",,
quest.MakeStasisAreaSurvivable,Зробити Оточення Стазис-Масиву Придатним для Життя,,
quest.MakeStasisAreaSurvivable.desc,"Колоністи, що прокидаються від Кріо-Сну, потребують придатного для людського організма середовища - із певною температурою та наявністю певної кількості кисню для дихання. Необхідно забезпечити опалення та насичення киснем повітря на ділянці, де розташовано Стазис-Масив.",,
quest.step.heat.area,Підняти температуру на ділянці із {0},,{0} is device name
quest.step.heat.area.tip,"Перегляньте інформацію у Оверлеї Температура, щоб спланувати роботи із обігріву на ділянці поблизу {0}. Якщо необхідно - слід змонтувати більше Обігрівачів. Цей квест вважатиметься успішно виконанним після того як температура на ділянці сягне {1}.",,{0} is device name {1} is temperature value
quest.step.oxygenate.area,Збільшити кількість кисню на ділянці із {0},,{0} is device name
quest.step.oxygenate.area.tip,"Перегляньте інформацію у Оверлеї Кисень, щоб спланувати роботи із підвищення рівня кисня у повітрі на ділянці поблизу {0}. Якщо необхідно - слід змонтувати більше Генераторів Кисня. Цей квест вважатиметься успішно виконанним після того як рівень кисня на ділянці сягне {1}.",,{0} is device name {1} is oxygen value
quest.step.dispose.corpses,Позбутися Заражених Тіл,2024-12-12,
quest.step.dispose.corpses.tip,"Знайдіть на борту мертві тіла із станом <b>{0}</b>, потім оберіть опцію <b>{1}</b> у їхньому ІК щоб створити завдання із позбавлення від них.<br><br>Найшвидший спосіб знайти тіла мертвих істот - скористатися віджетом істот у верхній правій частині екрана. Цей квест вважатиметься виконаним після того як на борту не лишиться мертвих інфікованих тіл.",2024-12-12,{0} will be Alien Parasites translation; {1} will be button name saying Dispose
quest.DisposeOfDeadBodies,Позбутися Заражених Тіл,2024-12-12,
quest.DisposeOfDeadBodies.desc,Деякі з мертвих тіл можуть бути заражені <b>Іншопланетними Паразитами</b>. Таких тіл необхідно позбуватися якнайшвидше. Перевірити чи не є мертва істота інфікованою можна у її ІК у секції <b>Особливі Стани</b>.,,
scan.hyperspace.warning,Сканування недоступне у Гіперпросторі.,,
space.object.info.Region,Група суміжних Секторів.,,
space.object.AsteroidZone,Поле Астероїдів,,
space.object.info.AsteroidZone,"Область космічного простору із дрейфуючими невеликими небесними тілами, де можуть міститися корисні копалини або інші ресурси.",,
space.object.info.Sector,Недосліджений сектор космосу,,
quest.BuildRadar,Змонтувати Радар,,
quest.BuildRadar.desc,"<b>Радар</b> сканує суміжні сектори космічного простору, і може бути налаштований на пошук ресурсів певного типу. Варто мати на борту такий пристрій.",,
space.object.info.SpaceEvent,У цьому секторі може міститися щось цікаве та варте уваги. Спробуйте відвідати та відшукати це.,,
objects.devices.tradeportal,Торговельний Портал,,
objects.devices.tradeportal.desc,"Пристрій, що переміщує у просторі матеріальні об'єкти. Розроблений для використання у торговельних операціях між кораблями та космічними станціями.",,
trade.portal.not.available,Торговельний Портал недоступний,,
trade.portal.required,Для торгівлі необхідний Торговельний Портал,,
no.trade.portal,Відсутній Торговельний Портал,,
trade.portal.ready,Торговельний Портал готовий,,
space.object.TradeZone,Торговельна Зона,,
space.object.info.TradeZone,"Група Космічних Станцій, де переважно займаються торговельними операціями.",,
noun.hyperjump.short,Короткий Гіперстрибок,,
noun.hyperjump.long,Довгий Гіперстрибок,,
goal.EnsureShipCPUVentilation.desc,"<b>Корабельний Компьютер</b> виробляє багато тепла. Можна спробувати або замінити декілька суцільних елементів Підлоги на <b>Раму</b>, які конструктивно містять отвори, що виконуватимуть вентиляцію, або змонтувати додаткові <b>Радіатори</b>.",2024-10-16,
quest.EstablishProduction,Налаштувати Виробництво,,
quest.EstablishProduction.desc,"Раніше чи пізніше, але наявні на борту матеріали закінчаться - тож необхідно налаштувати ланцюжки їхнього виробництва.",,
quest.EstablishSmelting,Налаштувати Виплавку,,
quest.EstablishSmelting.desc,"Руда металів, що видобувається в експедиціях, має бути переплавлена у металеві злитки або пластини. Спробуємо налаштувати цей процес.",,
placement.tip.ports,Робоче місце та порти завантаження-розвантаження мають бути доступними безперешкодно.,,
goal.GetMoreResource.desc,"На борту вичерпуються запаси матеріалу <b>{0}</b>. Перегляньте <b>Кодекс</b> щоб визначити які інгредієнти та інфраструктура необхідні для його виробництва, та виробляйте більше цього матеріалу. Деякі матеріали можна отримати під час гірничовидобувних експедицій, або придбати у <b>Онлайн-Магазині</b> або на <b>Космічних Станціях</b>.",2024-10-17,
click.to.enlarge,Клікніть щоб збільшити,,
evt.cooking.incident,Кулінарна Халепа,,
evt.cooking.incident.desc,У {0} щось пішло не так під час приготування {1} у {2}.,,{0} is being name; {1} is meal name; {2} is cooking station 
fight.ongoing,Бійка!,,
fight.lost,програно бійку против {0},,{0} is the opponent name
fight.between,{0} розпочато бійку із {1},,{0} and {1} are names
fight.with,Бійка із {0},,{0} is the opponent name
evt.device.malfunction,Несправність пристрою: {0},,{0} is the device name
evt.device.malfunction.desc,{0} - несправність критичного рівня. Апгрейд запобіжника міг би зменшити ступінь тяжкості побічних наслідків аварії.,,{0} is the device name
evt.blown.fuse,{0} - пошкоджено запобіжник,,
evt.blown.fuse.desc,Завдяки встановленому запобіжнику вдалося уникнути значного пошкодження пристрою. Замініть запобіжник якщо буде можливість.,,
obj.upgrades.fuseupgrade,Запобіжник,,
obj.upgrades.fuseupgrade.desc,"Одноразовий пристрій захисту, призначений для запобігання шкідливим побічним ефектам у разі виникнення аварійних ситуацій із пристроєм.",,
blown.fuse,Пошкоджений Запобіжник,,
verb.hacked,Хакнуто,,
evt.hacked,{0} під кібератакою!,,{0} will be a robot or device name
cond.Hacked.desc,"Відбувається сеанс несанкціонованого втручання у роботу програмного забезпечення цієї механічної істоти. Після завершення кіберінциденту така істота може поводитись непередбачувано, і навіть вороже.",,
cond.Hacked,Відбувається Кібератака,,as in 'hacking in progress' or 'currently being hacked'
noun.cause,Причина,,as in 'cause of death'
disease.immunity,Імунітет до {0},,{0} is the disease name
alien.bacteria.detected,Виявлено Чужорідну Бактерію,,
noun.developing.conditions,Динаміка Станів,,"Conditions that have not yet developed, but are in progress"
status.strong,Міцний,,Example: strong immunity
status.full,Повний,,Example: full immunity
status.permanent,Постійний,,Example: permanent immunity
status.innate,Вроджений,,Example: innate immunity
telescope.found.planet,"За допомогою Телескопа було виявлено потенційно придатну для життя людей планету у Регіоні {0}, Сектор {1}. Нам слід прокласти до неї курс за першої можливості.",2026-07-24,
must.open.first,Спочатку необхідно відкрити,,For requiring to open a storage capsule before performing another action
cond.Preoccupied,Зайнятий,,
cond.Preoccupied.desc,"Ця істота наразі виконує певне важливе завдання, і деякий час буде ігнорувати інші накази.",,
space.object.Space,Космічна Порожнеча,,
region.no.hyperjump.relay,"У цьому Регіоні відсутній <b>{0}</b>. Щоб потрапити до цього Регіону необхідно мати на борту двигуни, придатні виконанати Довгий Гіперстрибок (<b>{1}</b>).",,
space.object.info.Space,Цей Сектор виглядає порожнім.,,
stat.ImmunityGainRate,Темп Посилення Імунітету,,
stat.ImmunityLossRate,Темп Послаблення Імунітету,,
enter.hyperspace.first,Спочатку необхідно увійти до Гіперпростору!,,warning for trying to move in hyperspace while not in it
hyperdrive.not.running,Гіперпривод неактивний.,,
hyperdrives.running,Гіперпривод у активному стані,,label next to number of hyperdrives that are currently running (working)
hyperdrives.charge.hyperspace.tip,Гіперпривод можна заряджати лише за межами Гіперпростору.,,
hyperdrives.not.running.tip,"Після входу до Гіперпростору щонайменше один Гіперпривод має перебувати у активному стан, щоб Корабель мав можливість виконати Гіперстрибок.",,
region.name,Регіон {0},,{0} is some name
sector.name,Сектор {0},,{0} is some name
sleep.deprivation,Депривація сну,,
developing.condition,Динаміка {0} ({1}),,"{0} is the condition name, {1} is percentage. example: Developing depression (23%)"
cond.Depression.desc,Депресія розвивається у разі тривалого незадоволення потреби у Розвагах. Щоб запобігти цьому змонтуйте розважальні пристрої та додайте декоративні предмети до інтер'єру.,,
effect.magnetic.storm,Магнітна Буря,,
effect.magnetic.storm.desc,"У цьому Секторі постійно відбувається Магнітна Буря. У роботі деяких електричних пристроїв можуть періодично виникати відхилення від норми, або навіть сбої.",,
ev.magnetic.storm.desc,"Наразі відбувається Магнітна Буря. У роботі деяких електричних пристроїв можуть періодично виникати відхилення від норми, або навіть сбої.",,
effect.dust.storm.desc,У цьому Секторі постійно відбувається Пилова Буря. Генерація електрики Сонячними Панелями зменшиться.,,
obj.materials.fusioncellheavy,Потужний Фьюжн-Блок,,
obj.materials.fusioncellheavy.desc,"Варіант Фьюжн-Блока із збільшеною потужністю, використовується як паливо у двигунах при здійсненні Довгих Гіперстрибків.",,
preparing.for.hyperjump,Підготовка до Гіперстрибка,,
entered.hyperspace,Вхід до Гіперпростору,,
left.hyperspace,Вихід із Гіперпростору,,as in exited hyperspace
enter.hyperspace.failed,Неможливо Увійти до Гіперпростору,,
tut.spacetravel.name,Космічні Подорожі,,
tut.spacetravel.step1.title,Типи Двигунів,,
tut.spacetravel.step1_1,"Для здійснення космічного польоту на борту має бути повнофункціональна {0}, і різні типи Двигунів, відповідно до бажаного варіанту польоту.",2026-07-03,{0} is Bridge Controls
tut.spacetravel.step1_2,{0} здатні переміщати Корабель у межах Сектора.,2026-07-03,{0} is Thrusters
tut.spacetravel.step1_3,"За допомогою {0} можна увійти до Гіперпростору, та здійснити Короткий Гіперстрибок до сусіднього Сектора. У якості пального  використовуються {1}.",2026-07-03,{0} is Fusion Drive. {1} is Fusion Cell
tut.spacetravel.step1_4,"{0} здатні виконати Довгий Гіперстрибок до інших Регіонів. Без {0} переміщатися до інших регіонів допоможе лише {1}. Майте на увазі, що не у кожному регіоні присутній Гіпер-Комутатор. Регіони із відсутнім Комутатором на мапі відображаються поєднаними із іншими регіонами <b>пунктирною лінією</b>.",2026-07-03,{0} is FTL Drive. {1} is Hyperjump Relay
tut.spacetravel.step4_5,{0} не зможуть виробляти електрику під час перебування Корабля у Гіперпросторі. Переконайтеся у наявності на борту достатньої кількості Реакторів або заряджених Батарей - для забезпечення достатньої потужності для систем Корабля протягом всього часу перебування у Гіперпросторі.,2026-07-03,{0} is Solar Panels
tut.spacetravel.step5.title,Переміщення у Гіперпросторі,,
tut.spacetravel.step6.title,Довгий Гіперстрибок,,
tut.spacetravel.step6_6,{0} дозволить виконати лише один Довгий Гіперстрибок до суміжного Регіона.,2026-07-03,{0} is Hyperjump Relay
obj.upgrades.speedupgrade.desc,Оптимізує і пришвидшує виконання операцій на сумісних пристроях.,2026-07-17,
,,,
obj.upgrades.energyefficiencyupgrade.desc,Оптимізує і зменшує споживання електрики сумісними пристроями.,2026-07-17,
research.security.turretsheavy,Важкі Турелі,,
objects.devices.miniturret,Міні Турель,,
objects.devices.miniturret.desc,"Мала автоматична турель - озброєння оборонного типу, розташовується на борту Корабля.",,
tut.bodyparts.step1.title,"Частини Тіла, Модулі та Органи",,
tut.bodyparts.step1_1,"Будь-які Механічні або Біологічні <b>Істоти</b> складаються із <b>Частин Тіла</b>, <b>Модулів та Органів</b>. Наявність у певної Істоти тих чи інших складових визначає її <b>Можливості</b> та <b>Потреби</b>, а також може призводити до змін деяких <b>Показників</b>.",,
tut.bodyparts.step1_5,"У механічної істоти найбільш важливим модулем є <b>Ядро</b>, яке містить індивідуальні властивості, навички, спогади, досвід, та звички. Якщо цей модуль виявиться <b>Невідновно</b> пошкодженим - така істота вважатиметься {0} <b>Мертвою</b>.<br><br>У біологічних істот аналогічним органом є <b>Мозок</b>.",,"{0} is replaced with skull icon, doesn't affect translation"
tut.bodyparts.step2.title,Поранення і Рани,,
,,,
tut.bodyparts.step3_1,"Якщо обрати якусь істоту, у її ІК можна побачити всі існуючі або прогресуючі <b>Стани</b>, включно із <b>Ранами</b> від ушкоджень. Ця інформація може, наприклад, допомогти встановити <b>причину смерті</b> істоти.",,
tut.bodyparts.step3_2,"Деякі стани, такі як  <b>Депресія</b>, діють на психічний стан здоров'я, в той час як інші, такі як <b>Гіпоксія</b>, можуть призводити до фізичної шкоди і {0} <b>Смерті</b>.",,
tut.bodyparts.step3_3,"Більшість ненормальних Станів завдячують своїй появі певним <b>першопричинам</b>. Усунення таких негативних причин може, із часом, допомогти <b>відновити</b> нормальний стан організму.<br><br>Наприклад: <b>Депресія</b> розвивається якщо рівень показника <b>Радість</b> тримається низьким протягом певного часу. Організувавши інфраструктуру <b>Розваг</b> на борту - можна збільшити показники <b>Радості</b>, і поступово зменшити показники <b>Депресії</b>.",,
tut.bodyparts.step4_1,"Для біологічних істот деякі рани можуть виявитися <b>Летальними</b>. Проте якщо <b>Мозок</b> лишається неушкодженим, його можна <b>перемістити</b> до іншого організма.",,
tut.bodyparts.step4_2,"Завдяки сучасним технологіям, мозок можна переносити між істотами що відносяться до <b>різних видів</b>. Наприклад, трансплантація мозку <b>Кота</b> до тіла <b>Людини</b> у результаті створить істоту, яка ззовні виглядатиме як людина - але матиме свідомість кота, ідентифікуватиме себе як кіт, і поводитиметься як кіт.",,
tut.bodyparts.step4_3,"Хоча наразі немає можливості трасплантувати <b>Мозок</b> напряму до механічної істоти, і також немає можливості замінити <b>Мозок</b> біологічної істоти на <b>Ядро</b> механічної істоти - існує можливість виконати процедуру <b>Переносу Свідомості</b> із використанням пристрою <b>Реплікатор</b>.",,
tut.bodyparts.step4_4,"Використання вцілілого <b>Ядра</b> переможеної <b>ворожої</b> механічної істоти фактично призведе до <b>воскресіння</b> ворога, але за допомогою <b>Реплікатора</b> можна <b>перезаписати</b> <b>свідомість</b> ворожої істоти, наприклад, використавши <b>Мозок</b> одного з <b>дружніх</b> колоністів.<br><br>Це чудовий варіант - ви одночасно збільшуєте кількість своїх механічних істот, і надаєте друге життя своїм полеглим біологічним колоністам.",,
tut.bodyparts.step5.title,Операції із Частинами Тіла,,
tut.bodyparts.step5_3,Перед тим як задіяти <b>Реплікаторі</b> необхідно попередньо видалити із тіл <b>Ядро</b> та <b>Мозок</b>.,,
tut.bodyparts.step5_6,Для видалення <b>Ядра</b> скористайтеся цим <b>Складальним Хабом</b>.,,
objects.devices.memorymodulemini.desc,"Модуль Пам'яті-RAM, об'єм {0} Ексабайт. Такий тип пам'яті необхідний для успішного виконання різних завдань, наприклад для майнінгу криптовалюти.",2024-11-19,
combat.goal.attack.turret,Атакувати Турель,,
combat.objective.survive,Вижити,,
noun.leader,Лідер,,
noun.follower,Послідовник,,
noun.squad.role,Роль у Загоні,,
tut.combat.title,Тактика у Бою,,
tut.combat.desc,Під час цього навчального етапу буде надано інформацію про те як <b>захищати свій корабель</b> від <b>Рейдерів</b> або інших <b>Ворожих Створінь</b>.,,
tut.combat.step1.title,Засоби Безпеки,,
tut.combat.step1_1,"Використання доступних <b>засобів безпеки</b> - це перший, і один із найважливіших, етапів для <b>здобуття перемоги</b> у будь-якій битві.",,
tut.combat.step1_1_2,Наявність доступних та функціонуючих <b>Ремонтних Станцій</b> є абсолютно необхідною для <b>ремонтування</b> ваших <b>пошкоджених механічних істот</b>.,,
tut.combat.step1_2,"<b>Двері та Шлюзи</b> можна <b>Примусово зачиняти</b> для перешкоджання доступу. Якщо дослідити технологію <b>Система Контролю Доступу для Дверей та Шлюзів</b> та впровадити відповідні налаштування на борту, то навіть без <b>Примусового зачинення</b> двері та шлюзи можуть стати ефективною перешкодою для проникнення <b>ворогів</b>.<br><br>Налаштувати <b>Систему Контролю Доступу</b>  можна у тому числі і таким чином, щоб <b>відмовляти у доступу</b> для певних категорій <b>дружніх істот</b>.",,
tut.combat.step1_2_2,"<b>Доки Роботів</b> можуть бути призначені для певних <b>механічних істот</b>. Призначені механічні істоти перебуватимуть саме у своїх Доках під час <b>простою</b> та <b>заряджатимуть</b> батареї, якщо не матимуть завдань для виконання .<br><br>Розміщення <b>Доків Роботів</b> у <b>стратегічно важливих локаціях</b> може суттєво зменшити час реакції у випадках <b>нападу рейдерів</b>.",,
tut.combat.step1_3,"Увімкнення <b>Тривожної Сирени</b> спонукатиме <b>біологічних істот</b> переміщатися до відносно безпечного приміщення. Таку сирену може бути застосовано як у <b>автоматичному</b>, так і у <b>ручному</b> режимах.<br><br>Увімкнений тривожний сигнал є доволі неприємною подією для колоністів, тож не забувайте <b>вимикати</b> його після того як на борту знову стане <b>безпечно</b>.",,
tut.combat.step1_4,Спробуйте стратегічно розташувати <b>Міні-Турелі</b> - щоб <b>важливі локації</b> та <b>точки входу до них</b> було прикрито вогнем про всяк випадок.<br><br>Такі турелі навмисно спроєктовано не надто потужною зброєю - щоби не наносити значних ушкоджень <b>корпусу корабля</b> - проте вони лишаються ефективним фактором захисту.,,
tut.combat.step1_5,"<b>Рідинні Гармати</b> технічно можна споряджати <b>рідиною</b> будь-якого типу. Якщо це <b>Вода</b> - такий заряд не лише наноситиме <b>легкі ушкодження</b> <b>ворожім істотам</b>, але також може добре <b>гасити відкрите полум'я</b>.<br><br>Якщо ж спорядити їх <b>Бензином</b> або <b>Нафтою</b> - така <b>Рідинна Гармата</b> вистрілюватиме <b>запальні снаряди</b>, що <b>підпалюватимуть ворогів</b> при влучанні. До речі, буде гарною ідеєю використовувати їх у такій конфігурації ззовні приміщень, на ділянках без <b>Кисню</b> у атмосфері.",,
tut.combat.step1_6,"Елемент <b>Підлоги із Пасткою</b> наноситиме кінетичне проникаюче ушкодження <b>ворожим істотам, що переміщуються по підлозі</b>, як тількі така істота опиниться на відповідному елементі підлоги.",,
tut.combat.step1_7,"У нормальній ситуації <b>Вент.Отвір у Підлозі</b> відчиняється для зменшення кількості надмірного тепла на ділянці. Але якщо <b>ворог, що переміщається по підлозі</b> буде знаходитися прямо на такому елементі підлоги в момент відчинення Отвору, то ворожу істоту буде <b>викинуто у космос</b>, разом із теплом і фрагментом атмосфери.",,
tut.combat.step1_9,"Це <b>ЕМ Захват Ціль</b>. Оптимальним розташуванням для цього пристрою буде <b>зовнішня</b> ділянка, подалі від <b>житлових приміщень</b>.",,
tut.combat.step2.title,Реакції На Бойовий Стан,,
tut.combat.step2_1,"Для кожної <b>дружньої істоти</b> можна встановити наступні <b>Реакції На Бойовий стан</b>:<br> - <b>Вільний Вибір</b>: Істота діятиме у <b>власних інтересах</b>, основуючись на <b>ситуації</b>.<br> - <b>Битися</b>: Істота активно <b>шукатиме</b> ворогів і <b>вступатиме у бій</b> із ними.<br> - <b>Втекти</b>: Істота намагатиметься <b>втекти</b> від ворожих істот.<br> - <b>Ігнорувати</b>: Істота не відволікатиметься від повсякденних <b>робочих завдань</b> та персональних <b>потреб</b>, ігноруючи присутність ворожих істот - допоки не буде ними <b>атакована чи спровокована</b>, або не отримає <b>Прямий Наказ</b>.",,
tut.combat.step4.title,Керування Групою Істот,,
traded.item.too.hot,Ви нещодавно вже купували такий товар; вашу ціну закупки буде збільшено.,,
traded.item.too.cold,Ви нещодавно вже продавали такий товар; вашу ціну продажу буде зменшено.,,
codex.m.basebuilding.teleporters1,Пристрій {0} може бути використаний як односпрямований портал до іншого пристрою Телепорт.,,{0} is Teleporter
codex.m.basebuilding.teleporters2,Спрямуйте два різних Телепорта один до одного - і таким чином отримайте двоспрямований портал. Декілька Телепортів можуть бути спрямовані до одного й того самого.,,
codex.m.basebuilding.teleporters3,"Відповідно до кількості активних зв'язків Телепорта збільшується і кількість споживаної ним електрики, у експоненціальній залежності.",,
codex.m.basebuilding.teleporters4,"За допомогою інструменту {0} можна як встановлювати, так і розривати зв'язок між телепортами.",,{0} is Connect
codex.m.bigquestions.gameover.desc,Знищення останнього <b>Корабельного Комп'ютера</b> означатиме що гру завершено.,2024-11-22,Last change removed everything after the first sentence.
codex.m.environment.fire.desc,"Якщо у приміщенні складається комбінація із <b>високого рівня Тепла</b> разом із достатньою <b>насиченістю Киснем</b> - деякі об'єкти можуть загорітися.<br><br>Для автоматичного пожежогасіння непогано підходять <b>Рідинні Гармати</b>, споряджені <b>Водою</b>.<br><br>А також для приборкання пожежі буде корисним тимчасово вимкнути <b>Генератори Кисню</b>, що розташовані поруч (включно із тим, що вбудований до Стазис-Масиву); замкнути <b>вентиляційні отвори</b> у стінах; та швиденько демонтувати кілька елементів підлоги на ділянці із пожежею.<br><br>Варто зазначити, що деякі пожежі можуть бути зумовлені <b>Хімічними</b> реакціями між певними речовинами - і це робить пожежі такого типу набагато складнішими та небезпечнішими - адже для підтримки горіння вони не потребують наявності <b>Кисню</b> у повітрі.<br><br>Слідкуйте за інформацією у оверлеї <b>{0}</b> та намагайтесь уникати створення сприятливих умов для пожежі.",2024-11-22,
codex.m.environment.islands.desc,"<b>Секцією</b> вважається повністю відокремлена від Корабля сукупність структурних елементів (або фрагмент). Лише той Корабель, що складається із єдиного фрагмента, буде <b>Придатним Для Польоту</b>.<br><br>З'єднати відокремлені фрагменти можна, наприклад, за допомогою монтажу елементів <b>підлоги</b> або рам, що поєднають відокремлені фрагменти між собою.<br><br>Можна використати <b>Крюк Лебідки</b> та <b>Якір Лебідки</b>, або <b>Маневровий Контролер</b> для того щоб пересувати фрагменти у просторі.<br><br>А також фрагменти можна <b>Демонтувати</b> (буде витрачено деякий час на демонтаж - але буде отримано певні ресурси та матеріали), або <b>Покинути</b>, чи <b>Продати</b> у якомусь <b>Космопорті</b>.<br><br>Щоб отримати більше інформації про кількість секцій - зверніться до оверлею <b>{0}</b>.",2024-11-22,Last change removed statement that small sections are ignored
