Key,Translation,Version,Comment
shuttle.damag,ed,La navette est endommagée,
shuttle.damag,ed.desc,La navette doit être réparée avant de pouvoir partir en expédition,
shuttle.has.p,ending.task,La navette a une tâche en attente,
shuttle.has.p,ending.task.desc,Cette navette ne peut pas être utilisée car elle a une tâche en attente. Annulez la tâche ou attendez qu'elle soit terminée.,
shuttle.stora,ge.full,"La navette ""{0}"" interrompt l'exploitation minière en cours, le stockage est plein",
shuttle.lost.,info,Cette navette est perdue et irrécupérable. Vous devez retirer la plate-forme d'atterrissage.,
silence,Silen,ce,
silence.perio,ds.none,Rien,
siren.active,,Actif,
siren.armed,A,rmé,
siren.off,Sir,ène désactivée,
situation,Sit,uation,
situation.Act,iveThreats,Menaces actives,
situation.Are,as,Pièces,
situation.Bas,eNetWorth,Valeur nette de base,
situation.Bre,akdownCandidates,Candidats en rupture mentale,
situation.Bre,akdowns,Pannes mentales,
situation.Col,onists,Colons,
situation.Day,s,Jours de survie,
situation.Dif,ficulty,Difficulté,
situation.Ene,mies,Ennemis,
situation.Exp,editionsCompleted,Expéditions terminées,
situation.Exp,editionsOngoing,Expéditions en cours,
situation.Fri,endlies,Amicaux,
situation.Gri,dBatCharge,Niveau de charge des batteries,
situation.Gri,dBatOutput,Réserve de batterie,
situation.Gri,dConsumption,Consommation du réseau,
situation.Gri,dDeficit,Déficit du réseau électrique,
situation.Gri,dMaxOutput,Puissance maximale du réseau électrique,
situation.Gri,ds,Réseaux électriques,
situation.Gri,dSize,Nombre d'appareils électriques,
situation.Hum,anDeaths,Morts humaines amicales,
situation.Isl,ands,îles,
situation.Mat,s,Matériaux,
situation.Mon,ths,Mois de survie,
situation.Net,Worth,Valeur nette,
situation.Per,sonas,Personnalités,
situation.Res,earchedTech,Technologie recherchée,
situation.Shi,pComputers,Ordinateurs de bord connectés,
situation.Spa,ceObjectsDiscovered,Objets spatiaux découverts,
situation.Sto,ryEvents,Événements d'histoire,
situation.Tot,alCPU,CPU totale,
situation.Tot,alDisk,Disque total,
situation.Tot,alMemory,Mémoire totale,
situation.Wee,ks,Semaines de survie,
situation.Wor,kers,Ouvriers,
situation.Yea,rs,Années de survie,
size.large,Gr,and,
size.medium,M,oyen,
size.small,Pe,tit,
skill.Cleanin,g,Nettoyage,
skill.Constru,ction,Construction,
skill.lvl,Niv,eau{0}/{1},
skill.maxed.o,ut,Cette compétence est déjà au maximum.,
skill.Mining,,Exploitation minière,
skill.Navigat,ion,La navigation,
skill.Operate,,Opérer,
skill.Repair,,réparation,
skip.reason,R,aison de l'omission: {0},
skill.Science,,Science,
skill.up,{0} ,{1} niveau jusqu'à {2},
skill.Wisdom,,Sagesse,
skills,Compéte,nces,
skills.info,L,es compétences déterminent le type de tâches sur lesquelles ils peuvent travailler. Les compétences augmentent au fil du temps lorsqu'elles sont utilisées.,
skip,Sauter, ,
skip.tutorial,,Passer le tutoriel,
skip.tutorial,.confirm,Voulez-vous ignorer le didacticiel ? Il est fortement recommandé de le parcourir si vous n'êtes pas familier avec le jeu.,
sleep.interru,pted,Le sommeil a été interrompu,
sleeping,En t,rain de dormir,
sleeping.slot,s,Dormir,
sleeping.slot,s.pets,Endroits pour dormir (animaux de compagnie),
slept.in.bed,,Dormi dans un lit,
slept.in.fami,liar.bed,Dormi dans un lit familier,
slept.too.sho,rt,J'ai dormi trop peu,
slept.in.unfa,miliar.bed,Dormir dans un lit inconnu,
slog.expediti,on,Expédition à {0},
slog.identify,,Identifié {0},
slog.leave,Qu,itter {0},
slog.trade,Co,mmercer avec {0},
slog.visit,En, visite {0},
smelt.ore,Min,erai d'éperlan,
smelting.bar,,Fonderie {0},
smooth.drag,G,lissement fluide,
smooth.drag.t,ip,"Contrôle le mode glisser de la souris. Il sera lisse et flottant lorsqu'il est activé, net et précis lorsqu'il est désactivé. Si vous enregistrez ou diffusez, il est recommandé de conserver ce paramètre pour l'expérience du spectateur.",
so.identified,,Identifié: {0},
so.not.identi,fied,Non identifié,
so.not.identi,fied.info,Cet objet spatial n'est pas identifié. Il faut s'en approcher pour en savoir plus.,
socialized.wi,th,Socialisé avec {0},
socializing,s,ocialisation,
soft.cursor.t,ip,"Vous souhaiterez peut-être activer le curseur logiciel lors de l'enregistrement de vidéos de jeu, si votre logiciel de capture de jeu n'enregistre pas le curseur matériel.",
soiled.themse,lves,Soi souillé,
solar.panel,P,anneau solaire,
solar.panel.d,ust,Poussière: {0},
solar.panel.d,ust.warn,Panneau solaire couvert de poussière,
sort,Trier,  ,
sort.count,Pa,r nombre,
sort.name,Par, nom,
sort.value,Pa,r valeur,
soundtrack,Ba,nde Son,
space.diarrhe,a.ongoing,Diarrhée spatiale en cours,
space.object.,BlackHole,Trou noir,
space.object.,Galaxy,Galaxie,
             ,
space.object.,info.BlackHole,C'est un trou noir. Chaque galaxie en a un au centre. Nous pourrons peut-être utiliser le trou noir pour voyager lorsqu'une technologie sera découverte.,
space.object.,info.Galaxy,Ceci est une galaxie. Nous pouvons y entrer pour voir les systèmes stellaires à l'intérieur.,
space.object.,info.Planet,Ceci est une planète. Nous pouvons l'explorer.,
space.object.,info.Player,C'est notre vaisseau.,
space.object.,info.Probe,Une sonde lancée qui est en route pour scanner un objet distant,
space.object.,info.ShipMerchant,"Il s'agit d'un vaisseau marchand. Si nous avons un communicateur et un téléporteur, nous pourrions effectuer un échange lorsque le marchand se rapprochera.",
space.object.,info.Shuttle,Ceci est une navette.,
space.object.,info.Star,"C'est une étoile. Nous ne pouvons pas atterrir dessus, car il fait une chaleur écrasante.",
space.object.,info.System,C'est un système stellaire. Nous pouvons y entrer pour voir les planètes à l'intérieur.,
space.object.,name.Galaxy,Galaxie {0},
space.object.,name.Shuttle,Navette {0},
space.object.,name.Star,Étoile {0},
space.object.,name.System,Système {0},
space.object.,name.Universe,Univers {0},
space.object.,Planet,Planète,
space.object.,Player,Joueur,
space.object.,Probe,Sonde,
space.object.,ShipMerchant,Marchand,
space.object.,Shuttle,Navette,
space.object.,Star,Star,
space.object.,System,Système,
space.object.,Universe,Univers,
species,Espèce,,
species.Carri,er,Drone transporteur,
species.Cat,C,hat,
species.Clean,ingBot,Robot de nettoyage,
species.Crawl,er,Crawler,
species.Dog,C,hien,
species.Drone,,Drone,
species.Human,,Humain,
species.Robot,,Robot,
species.Sentr,y,Sentinelle,
speed,La vite,sse,
starmap,Carte, des étoiles,
starmap.about,,"Nous avons connecté les commandes de pont ! Cliquez sur la surcouche de ""Carte stellaire"" pour ouvrir la carte et voir où nous sommes dans l'espace. Nous aurons encore besoin d'avoir des moteurs en état de marche ou au moins des propulseurs pour voyager n'importe où.",2022-01-07,
starmap.black,hole.warping,Se déformer à travers un trou noir<br><size=200%>{0}</size>,
starmap.chang,ing.scope,Portée de la carte des étoiles<br><size=200%>{0}</size>,
starmap.enter,.dest.not.null,"Opération impossible, nous avons une destination active. Nous devons terminer ou annuler notre voyage actuel pour modifier la portée dans la carte des étoiles.",
start.mining,,Commencer à miner,
start.tutoria,l,Démarrer le tutorial,
starting.expe,dition,"Départ de l'expédition vers {0}. La navette sera lancée lorsque les membres d'équipage l'embarqueront. Vous pouvez suivre la progression de l'expédition dans la surcouche ""Expéditions"" dans le menu en haut à droite.",
stasis.matrix,,La matrice,
stasis.pod.fl,ying.info,C'est un pod de stase. Vous devez attendre qu'il ait atterri et éjecté son contenu avant de pouvoir interagir avec.,
stasis.pod.in,coming,Pod de stase entrant,
stasis.pod.la,nded.info,Ce pod de stase a atterri. Le contenu sera éjecté quand la séquence d'éjection aura été terminée.,
stasis.pod.me,rchant.prompt,Le pod de stase appartient au marchand indépendant {0}. Ils proposent un échange. Souhaitez-vous échanger des marchandises ?,
stock.market,,Marché boursier,
stock.market.,research.required,"La recherche ""Marché boursier"" est nécessaire pour activer cette fonctionnalité",
stock.ownersh,ip.All,Tout,
stock.ownersh,ip.Owned,Possédé,
stock.trading,.research.required,"La recherche ""Négociation d'actions"" est nécessaire pour activer cette fonctionnalité",
stockpile,Sto,cker,
stop,Arrêter,,
stop.growing,,Arrêtez de grandir,
stop.mining,A,rrêter l'exploitation minière,
stop.processi,ng,Arrêter le traitement,
stop.producin,g,Arrêter de produire,
storage,Espac,e de rangement,
storage.and.p,rocessor.unavailable,Pas de stockage ni de processeur,
storage.and.p,rocessor.unavailable.desc,{0} élément(s) de votre sélection n'ont pas de stockage compatible et {1} élément(s) de votre sélection n'ont pas de processeur disponible. Construisez d'abord l'installation de stockage et l'installation de traitement appropriée ({2}).,
storage.capac,ity,Capacité de stockage,
storage.capac,ity.bar,Stockage utilisé: {0}/{1},2022-06-09
storage.capsu,le,Capsule de stockage,
storage.capsu,le.still.flying,Cette capsule de stockage est encore en vol. Vous pourrez interagir avec celle-ci lorsqu'elle aura atterrie.,
storage.conta,iner.incoming,Capsule de stockage entrante,
storage.empty,,Le stockage est vide,
storage.full,,Stockage plein,
storage.modul,e,Module de disque,
storage.modul,e.amount,{0} ZB,
storage.modul,e.builtin,Module de disque intégré,
storage.modul,e.unpowered,Module de disque (non alimenté),
storage.setti,ngs,Paramètres de stockage,
storage.unava,ilable,Aucune unité de stockage,
storage.unava,ilable.desc,{0} élément(s) de votre sélection n'ont pas de stockage compatible disponible. Construisez d'abord l'installation de stockage et essayez à nouveau cette action.,
store.materia,ls,Matériel de magasin,
story.leaving,_earth.intro.1,Téléchargement du réseau de neurones vers l'hôte. Désactivation des E/S pour réduire le choc initial. Activation de l'entrée visuelle dans 3... 2... 1...,2022-03-31,
story.leaving,_earth.intro.2,"Salutations, colon. Je suis <b>ShipOS</b>, une intelligence artificielle qui a été chargée de construire ce vaisseau. Cependant, la tâche est trop difficile pour ma programmation, j'ai donc pris la décision de télécharger une conscience humaine sur mon réseau de neurones. Vous avez été choisi au hasard. Je suis désolé pour ce désagrément...",
story.leaving,_earth.intro.3,"Il s'agit de l'<nobr><b>ordinateur de bord</b></nobr> qui héberge notre réseau neuronal. Essayez de préserver cet appareil à tout prix, à moins qu'il ne viole la première loi d'Asimov.<br><i>[ Un robot ne peut pas blesser un être humain ou, par inaction, permettre à un être humain de subir un préjudice. ]</i>",
story.leaving,_earth.intro.4,"Il y a {0} survivants hibernant dans la <nobr><b>chambre de stase</b></nobr>. Nous devons le connecter à notre réseau électrique et fournir suffisamment d'énergie pour maintenir la stabilité des systèmes de survie. Les pods défectueux déclencheront des événements de réveil prématurés. Pour minimiser les pertes possibles, nous devons construire un écosystème autour de ces zones.",
story.leaving,_earth.intro.5,Je proposerai occasionnellement des actions raisonnables selon les circonstances. Vous donnant le plein contrôle maintenant. Bonne chance!,
story.leaving,_earth.loading_side_att,Génération de scénario. Tentative {0}...,
story.leaving,_earth.loading_side,"Génération de scénario. S'il vous plaît, attendez...",
story.leaving,_earth.loading,"La terre a péri. Vous êtes l'IA avancée responsable de la construction et de l'exploitation de ""{0}"", un vaisseau arche qui recherchera une planète habitable.",
story.leaving,_earth.log.desc,"J'ai été chargé de construire un vaisseau capable de parcourir de longues distances tout en gardant les humains endormis dans la chambre de stase. Nous avons beaucoup de matières premières prêtes à l'emploi, cela devrait être un jeu d'enfant.",
story.leaving,_earth.log.title,Commencé à construire un vaisseau,
story.ship.cp,u.destroyed.desc,L'ordinateur de bord a été détruit. Nous avons perdu tout espoir.,
story.ship.cp,u.destroyed.title,L'ordinateur de bord a été détruit,
story.wreck_e,mpty_ship.intro.1,Téléchargement du réseau de neurones vers l'hôte. Désactivation des E/S pour réduire le choc initial. Activation de l'entrée visuelle dans 3... 2... 1...,2022-03-31,
story.wreck_e,mpty_ship.intro.2,"Salutations, colon. Je suis <b>ShipOS</b>, une intelligence artificielle qui contrôle le vaisseau. Il y a eu une catastrophe qui a déclenché le téléchargement d'une conscience humaine. Vous avez été sélectionné comme le sujet le plus compatible. Je suis désolé pour ce désagrément...",
story.wreck_e,mpty_ship.intro.3,"Il s'agit de l'<nobr><b>ordinateur de bord</b></nobr> qui héberge notre réseau neuronal. Essayez de préserver cet appareil à tout prix, à moins qu'il ne viole la première loi d'asimov.<br><i>[ Un robot ne peut pas blesser un être humain ou, par inaction, permettre à un être humain de subir un préjudice. ]</i>",
story.wreck_e,mpty_ship.intro.4,On dirait que quelqu'un a réussi à survivre. Nous devons surveiller ces colons. Réparer et déplacer certaines installations dans cette zone pourrait les maintenir en vie plus longtemps.,2022-02-28,
story.wreck_e,mpty_ship.intro.5,"Il y a {0} survivants hibernant dans la <nobr><b>chambre de stase</b></nobr>, mais les systèmes de survie vont devenir instables à moins que nous ne rétablissions le courant. <br><br>Les pods défectueux déclencheront des réveils prématurés. Pour minimiser les pertes, nous devons reconstruire un écosystème dans cette zones.",2022-02-28,
story.wreck_e,mpty_ship.intro.6,"Si nous construisons une <nobr><b>Commande de pont</b></nobr> et des <b>propulseurs</b>, nous pourrions voyager vers les planètes voisines et utiliser cette <b>navette</b> pour des expéditions minières. Cela nous permettrait d'établir un pipeline de traitement des ressources et de produire des matériaux essentiels à la reconstruction du vaisseau.",2022-02-28,
story.wreck_e,mpty_ship.intro.7,"Souhaitez-vous suivre le cours accéléré ? Si vous n'avez jamais été téléchargé auparavant, je le recommande vivement.",2022-02-28,
story.wreck_e,mpty_ship.log.desc,"Je me suis réveillé, mais pas comme je m'y attendais. On dirait que mon cerveau a été téléchargé sur l'ordinateur de bord. L'opération semble irréversible, je suis coincé dans cette boîte en métal pour toujours...",
story.wreck_e,mpty_ship.log.title,Se réveille,
story.wreck_e,mpty_ship.skip_tutorial.desc,"ShipOS a suggéré de suivre un cours accéléré, mais je vais tout découvrir par moi-même. J'aimerais ne pas regretter cette décision.",
story.wreck_e,mpty_ship.skip_tutorial.title,Cours accéléré ignoré,
story.wrecked,_empty_ship.loading_side_att,génération du scénario. Tentative {0}...,
story.wrecked,_empty_ship.loading_side,"génération du scénario. S'il vous plaît, attendez...",
story.wrecked,_empty_ship.loading,"La terre a péri. Les survivants parcourent l'univers à la recherche d'un nouveau foyer. Vous hibernez dans ""{0}"", un vaisseau-arche équipé d'une IA avancée qui réveillera les colons après l'établissement d'une base sur une planète habitable.",
storygen.defa,ult,Défaut,2021-11-22
storygen.none,,Pas d'histoire,
storygen.rand,om,Aléatoire,
stress.buildu,p,Accumulation de stress,
strip.equipme,nt,Retirer l'équipement,
structure.doo,rs.door01,Porte,
structure.doo,rs.door01.desc,"Une porte automatique. Laisse passer l'oxygène et la chaleur lorsqu'il est ouvert, alors ne restez pas dans l'embrasure de la porte ! Peut être verrouillé. Nécessite de l'électricité pour fonctionner. Consomme plus d'électricité lorsqu'il est utilisé ou maintenu verrouillé.",
structure.doo,rs.doorairlock01,Sas,
structure.doo,rs.doorairlock01.desc,Sas de haute technologie qui utilise la technologie du champ de force pour empêcher l'atmosphère de se mélanger. Le champ de force nécessite de l'électricité.,
structure.flo,ors.floor01,Sol,
structure.flo,ors.floor01.desc,Un sol de vaisseau régulier,
structure.flo,ors.floor01angle,Sol (Angle),
structure.flo,ors.floor01angle.desc,Un morceau de sol angulaire. Tournez avant de placer.,
structure.flo,ors.floor01lit,Étage (Éclairé),
structure.flo,ors.floor01lit.desc,Un morceau de sol qui émet de la lumière lorsqu'il est connecté au réseau électrique. La couleur peut être personnalisée à votre guise.,
structure.flo,ors.floor02,Sol,
structure.flo,ors.floor02.desc,Un sol de vaisseau régulier,
structure.flo,ors.floor02angle,Plancher (Angle),
structure.flo,ors.floor02angle.desc,Un morceau de sol angulaire. Tournez avant de placer.,
structure.flo,ors.floor02lit,Étage (Éclairé),
structure.flo,ors.floor02lit.desc,Un morceau de sol qui émet de la lumière lorsqu'il est connecté au réseau électrique. La couleur peut être personnalisée à votre guise.,
structure.flo,ors.flooremblem,Sol avec emblème,2022-03-31,
structure.flo,ors.flooremblem.desc,Un sol sur mesure avec un emblème de votre choix,2022-03-23,
structure.flo,ors.flooremblemreinforced,Sol renforcé avec emblème,
structure.flo,ors.flooremblemreinforced.desc,Un sol renforcé sur mesure avec un emblème de votre choix,
structure.flo,ors.floorglass01,Plancher en verre,
structure.flo,ors.floorglass01.desc,Déverrouille une vue sur l'espace. Fonctionne très bien pour les quartiers des colons.,
structure.flo,ors.floorglass01lit,Plancher de verre (Éclairé),
structure.flo,ors.floorglass01lit.desc,Un étage avec une belle vue et des lumières intégrées,
structure.flo,ors.floorreinforced01,Plancher renforcé,
structure.flo,ors.floorreinforced01.desc,Une version plus solide et plus résistante du sol ordinaire. Peut supporter des températures plus élevées.,
structure.flo,ors.floorreinforced01angle,Plancher renforcé (Angle),
structure.flo,ors.floorreinforced01angle.desc,Un morceau angulaire de plancher renforcé,
structure.flo,ors.floorreinforced01lit,Plancher renforcé (Éclairé),
structure.flo,ors.floorreinforced01lit.desc,Un sol renforcé avec des lumières encastrées,
structure.flo,ors.floorreinforced02,Plancher renforcé,
structure.flo,ors.floorreinforced02.desc,Une version plus solide et plus résistante du sol ordinaire. Peut supporter des températures plus élevées.,
structure.flo,ors.floorreinforced02angle,Plancher renforcé (Angle),
structure.flo,ors.floorreinforced02angle.desc,Un morceau angulaire de plancher renforcé,
structure.flo,ors.floorreinforced02lit,Plancher renforcé (Éclairé),
structure.flo,ors.floorreinforced02lit.desc,Un sol renforcé avec des lumières encastrées,
structure.flo,ors.floorvent01,Sol avec ventilation,
structure.flo,ors.floorvent01.desc,Un volet qui peut exposer la pièce à un espace ouvert. Idéal pour lutter contre le feu.,
structure.flo,ors.frame01,Cadre,
structure.flo,ors.frame01.desc,"Un composant structurel bon marché. Attention, lorsqu'il est placé à l'intérieur, il exposera la zone à un espace ouvert. Difficulté de marche accrue par rapport à un sol ordinaire.",
structure.flo,ors.frame02,Cadre,
structure.flo,ors.frame02.desc,"Un composant structurel bon marché. Attention, lorsqu'il est placé à l'intérieur, il exposera la zone à un espace ouvert. Difficulté de marche accrue par rapport à un sol ordinaire.",
structure.flo,ors.tractorbeamtarget,Cible du rayon tracteur,
structure.flo,ors.tractorbeamtarget.desc,Un marqueur de cible utilisé par le <b>rayon tracteur</b>. Construisez ceci là où vous voulez que les objets entrants atterrissent.,
structure.wal,ls.vent01,Évent,
structure.wal,ls.vent01.desc,Échange passivement un peu d'ambiance. Un évent n'est généralement pas suffisant pour fournir à la pièce suffisamment d'oxygène et de chaleur à partir d'une pièce adjacente. Assurez-vous que les évents ne font pas face à des zones non fermées sans atmosphère.,
structure.wal,ls.vent02,Évent,
structure.wal,ls.vent02.desc,Échange passivement un peu d'ambiance. Un évent n'est généralement pas suffisant pour fournir à la pièce suffisamment d'oxygène et de chaleur à partir d'une pièce adjacente. Assurez-vous que les évents ne font pas face à des zones non fermées sans atmosphère.,
structure.wal,ls.wall01,Mur,
structure.wal,ls.wall01.desc,Un mur de vaisseau ordinaire,
structure.wal,ls.wall02,Mur,
structure.wal,ls.wall02.desc,Un mur de vaisseau ordinaire,
structure.wal,ls.wallreinforced01,Mur renforcé,
structure.wal,ls.wallreinforced01.desc,Une version plus solide et plus résistante du mur régulier. Peut supporter des températures plus élevées.,
structure.wal,ls.wallsocket01,Prise murale {0}-{1},
structure.wal,ls.wallsocket01.desc,Une pièce murale avec connecteur de courte portée pour organiser votre réseau électrique. Propose {0} connexions avec une distance de {1}.,
structure.wal,ls.wallsocket02,Prise murale {0}-{1},
structure.wal,ls.wallsocket02.desc,Une pièce murale avec connecteur de courte portée pour organiser votre réseau électrique. Propose {0} connexions avec une distance de {1}.,
structure.wal,ls.window01,Fenêtre,
structure.wal,ls.window01.desc,Les colons humains vont adorer la vue,
structure.wal,ls.window02,Fenêtre,
structure.wal,ls.window02.desc,Les colons humains vont adorer la vue,
structure.wal,ls.windowreinforced01,Fenêtre renforcée,
structure.wal,ls.windowreinforced01.desc,Les colons humains vont adorer la vue. Plus résistant qu'une fenêtre ordinaire.,
studio.websit,e,Site web de l'entreprise,
success,Succès,,
surface.slots,,Fentes de surface,
surrounded.by,.people,Entouré de gens,
suspending.ne,ural.network,Suspendre le réseau de neurones,
switch.off,Éte,indre,
switch.on,All,umer,
sync.level,Ni,veau de synchronisation,
take,Prendre,,
taken.tasks,T,âches en cours,
target.amount,,Montant cible,
target.select,ed,Cible sélectionnée,
target.oxygen,,Niveau d'oxygène cible,
target.temper,ature,Cible: {0},
tasks,Tâches,,
telescope.fou,nd.planet,"Le télescope a détecté une planète potentiellement habitable : {0} dans {1}, {2}. Nous devrions mettre notre cap là-bas lorsque cela est possible.<br><br>La terraformation pourrait être nécessaire pour rendre la planète sûre pour nos colons humains. Je suggère de concentrer nos recherches sur la technologie de terraformation.",
temp.connect,,Fournir une connexion temporaire,
temp.connect.,established,Connexion temporaire établie,
temp.range,Pa,sse de {0} à {1},
temp.range.fr,om,Température minimale confortable,
temp.range.to,,Température maximale confortable,
temp.resisten,t,Résistant à la température,
temp.resisten,t.info,Cet objet ne brûle pas à cause de la chaleur atmosphérique extérieure ou du feu. Il peut encore être fondu ou brûlé dans des installations de traitement spécialisées.,
temp.too.cold,,Trop froid,
temp.too.hot,,Trop chaud,
temperature,T,empérature,
template.too.,big,Le modèle est trop gros ! La taille maximale est de 16x16,
terraform.aqu,a.bar,Génération d'océans: {0},
terraform.atm,o.bar,Génération d'atmosphère: {0},
terraform.bio,.bar,Génération de biosphère: {0},
terraform.com,pleted,"Nous avons terminé les opérations de terraformation sur {0} ! La planète est prête à accueillir notre colonie.<br><br>Lancez la procédure ""Coloniser"" dans la surcouche ""Terraformation"" lorsque vous êtes prêt.",
terraform.ter,rain.bar,Génération du relief: {0},
terraform.typ,e.Atmosphere,Atmosphère,
terraform.typ,e.Biosphere,Biosphère,
terraform.typ,e.completed,Terraformation terminée {0},
terraform.typ,e.Oceans,Océans,
terraform.typ,e.Terrain,Relief,
terraformable,.planets,Planètes terraformables,
terraforming,,Terraformation,
terraforming.,about,"Nous avons connecté les contrôleurs Terraformation ! Cliquez sur la surcouche ""Terraformation"" pour obtenir plus d'informations sur les options de terraformation actuelles.<br><br>Voir également la section ""Terraformation"" dans le Codex > Manuel des opérations.",
terraforming.,ineffective,Terraformation inefficace,
terraforming.,ineffective.info,"Un appareil de terraformation est en marche, mais nous ne sommes pas à proximité d'une planète qui peut être terraformée. Il est recommandé d'éteindre tous les appareils de terraformation pour économiser les ressources.",
terraforming.,material,Matériau de Terraformation,
terraforming.,material.bar,Matériau de terraformation: {0}/{1},
terraforming.,material.type,Consomme {0},
terraforming.,now,Terraformer {0},
test.configur,ation,Tester la configuration,
tex.eighth,Hu,itième,
tex.full,Comp,let,
tex.half,Demi,,
tex.quarter,Q,uart,
text.too.long,,Texte trop long,
text.too.long,.desc,Le texte comporte {0} caractères. Il a été réduit à {1}.,
texture.size,,Qualité des textures,
thank.you.for,.playing,Merci d'avoir joué à Stardeus,
their.valuabl,es,Ses objets de valeur,
tier.num,Nive,au {0},
tiles.travele,d,Tuiles parcourues,
time.ago,Il y, a {0},
times.evaluat,ed,Temps évalués,
time.since.da,mage.received,Temps depuis le dernier dommage,
time.stopped,,Le temps s'est arrêté,
time.till.imp,act,Temps jusqu'à l'impact,
tip,Conseil, ,
tip.long.pres,s,Cliquez et maintenez pour activer ce type de bouton,
toggle,Bascul,er,
toggle.layout,,Basculer la disposition,
toilet,Toilet,te,
toilet.dirty,,Les toilettes ont besoin d'être nettoyées,
toilet.fill.b,ar,Quantité de biodéchets: {0}/{1},
toilet.overfl,owing,Les toilettes débordent,
too.many.acti,ve.orders,Trop de commandes actives,
too.many.acti,ve.orders.info,"Impossible d'ajouter <b>{3}</b> nouvelles tâches en raison d'une <b>limite de mémoire</b>.<br><br>Il y a <b>{0}</b> tâches actives. Vous avez <b>{1}EB</b> de <b>mémoire</b> qui vous limite à <b>{2}</b> tâches.",2022-08-10,
tool.add_dirt,,Ajouter de la saleté,
tool.add_dirt,.desc,Génère divers décalcomanies de saleté,
tool.ads_canc,el,Annuler les tâches,
tool.ads_canc,el.desc,Annule toutes les tâches dans la zone sélectionnée,
tool.ads_prio,rity,Modifier la priorité,
tool.ads_prio,rity.desc,Ajuste la priorité des tâches vers le haut ou vers le bas dans la zone sélectionnée,2022-06-25,
tool.ads_retr,y,Réessayer les tâches,
tool.ads_retr,y.desc,Réessaie les tâches ayant échoué dans la zone sélectionnée,
tool.choose_p,os,Choisissez la position,
tool.copy_con,fig,Copier la configuration,
tool.copy_con,fig.desc,"Copie la configuration de certains objets (lumières, jardinières, panneaux solaires, etc.)",
tool.create_e,xplosion,Créer une explosion,
tool.create_e,xplosion.desc,Crée une explosion,
tool.create_t,emplate,Créer un modèle,
tool.create_t,emplate.desc,Crée un modèle qui peut être utilisé dans la génération,
tool.damage_t,iles,Dommage,
tool.damage_t,iles.desc,Objets endommagés,
tool.deal_dam,age.line,Zone de la ligne de dommages,
tool.deal_dam,age.line.desc,Infliger des dégâts en faisant glisser une ligne,
tool.deal_dam,age.square,Zone de Carré de Dommages,
tool.deal_dam,age.square.desc,Infliger des dégâts en faisant glisser un rectangle,
tool.dev_insp,ect,Inspection pour développeurs,
tool.dev_insp,ect.desc,Pour inspecter les composants internes du moteur de jeu,
tool.energy_c,onnect,Relier,
tool.energy_c,onnect.desc,Faites glisser deux appareils électriques pour les connecter ou les déconnecter,
tool.free_sel,ect,Outils de sélection,
tool.free_sel,ect.desc,Faites glisser avec la souris pour sélectionner plusieurs êtres. Cliquez sur un être ou une tuile pour obtenir plus d'informations.,
tool.manage_a,ds,Gérer les tâches,
tool.manage_a,ds.desc,"Modifier les priorités des tâches, les annuler",
tool.place_ti,les,Construire,
tool.place_ti,les.desc,Construit des objets pour la construction,
tool.plan,Pla,nification,
tool.plan.1,T,aper 1,
tool.plan.1.d,esc,Maintenez Ctrl (modificateur de précision) pour faire glisser les lignes,
tool.plan.2,T,aper 2,
tool.plan.2.d,esc,Maintenez Ctrl (modificateur de précision) pour faire glisser les lignes,
tool.plan.3,T,aper 3,
tool.plan.3.d,esc,Maintenez Ctrl (modificateur de précision) pour faire glisser les lignes,
tool.plan.4,T,aper 4,
tool.plan.4.d,esc,Maintenez Ctrl (modificateur de précision) pour faire glisser les lignes,
tool.plan.5,T,aper 5,
tool.plan.5.d,esc,Maintenez Ctrl (modificateur de précision) pour faire glisser les lignes,
tool.plan.6,T,aper 6,
tool.plan.6.d,esc,Maintenez Ctrl (modificateur de précision) pour faire glisser les lignes,
tool.plan.cir,cle,Cercle,
tool.plan.cir,cle.desc,Dessine des cercles parfaits,
tool.plan.cle,ar,Gomme de plan,
tool.plan.cle,ar.desc,Efface vos plans,
tool.plan.des,c,Planifiez votre vaisseau à l'avance,
tool.plan.lin,e,Ligne,
tool.plan.lin,e.desc,Trace des lignes droites,
tool.plan.mir,ror_pivot,Miroir par point,
tool.plan.mir,ror_pivot.desc,"Définit le point de miroir pour l'outil de planification. Cliquez à nouveau sur le même point pour basculer entre le bord et le centre.",
tool.plan.mir,ror_x,Miroir X,
tool.plan.mir,ror_x.desc,Tout ce que vous dessinez dans les plans sera reflété sur l'axe X,
tool.plan.mir,ror_y,Miroir Y,
tool.plan.mir,ror_y.desc,Tout ce que vous dessinez dans les plans sera reflété sur l'axe Y,
tool.plan.rul,er,Règle,
tool.plan.rul,er.desc,Mesure les distances entre deux points,
tool.process,,Processus,
tool.process.,desc,Ordres traitant des objets dans la zone glisée,
tool.remove_t,iles,Déconstruire,
tool.remove_t,iles.desc,Commandes de déconstruction d'objets et de structure,
tool.repair,R,éparation,
tool.repair.d,esc,Réparer les dommages,
tool.spawn_be,ing,Engendrer un enfant,
tool.spawn_be,ing.desc,Engendre un enfant,
tool.spawn_ob,j,Objet d'apparition,
tool.spawn_ob,j.desc,Génère un objet,
tool.start_fi,re,Démarrer le feu,
tool.start_fi,re.desc,Démarre un feu dans un rectangle donné (faites-le glisser),
tool.store,Tr,ansporter,
