Key,Translation,Version,Comment
quests.completed,Dokončené,,"Appears on buttons that switch tabs, should be short"
quests.failed,Neúspěšné,,"Appears on buttons that switch tabs, should be short"
quests.list.available,Dostupné úkoly,2022-09-21,Used as a list header for this quest type
quests.list.completed,Dokončené úkoly,2022-09-21,Used as a list header for this quest type
quests.list.failed,Neúspěšné úkoly,2022-09-21,Used as a list header for this quest type
radar,Radar,,
radar.not.available,Radar není v současné době k dispozici,,
raid,Nájezd,,
raid.avoided,Skvělé zprávy pro všechny. Vyhnuli jsme se nájezdníkům!,,
random.color,Náhodná barva,,
randomize,Náhodný výběr,,
reach.work.spot,Dosáhnout pracovního místa,,
reactor.efficiency,Účinnost reaktoru,,
reactor.efficiency.desc,"Relativní číslo, které udává, jak účinně tento reaktor přeměňuje palivo na elektřinu. Při vyšší účinnosti vydrží stejné množství paliva déle, takže se časem vyrobí více elektřiny. Různé typy reaktorů mají různou účinnost. Účinnost můžete zvýšit instalací upgradovacích modulů.",,
ready,Připraveno,,
ready.for.expedition,Připraven na expedici,,
ready.to.retry,Připraven k opakování pokusu,,
recently.cancelled.by.someone,Nedávno zrušeno někým jiným,,
recharge,Dobití,,
recover,Obnovit,,
reel.in,Navíjet,,
refill,Doplnit,,
refill.pet.bowl,Doplnit misku pro domácí zvířata,,
refill.priority,Priorita doplňování,,
refill.priority.help,"Priorita doplňování určuje důležitost automatického doplňování tohoto objektu při vyčerpání zásob. Hodnota 0 zcela zabrání doplnění, zatímco hodnota 9 má nejvyšší prioritu.",,
refocus,Přeorientovat,,Used on a button that finds your space ship in the starmap. It focuses the camera on your ship. Also used in Researc Tree to quickly find and focus the camera on the technology that you are currently researching. Should be short.
refresh,Obnovit,,Verb. Used on a button that refreshes some list of items. Should be short.
refridgerator,Chladnička,,
reject,Odmítnout,,
rejected.by.worker,Odmítnuto,,
relationships,Vztahy,,
relocate,Přemístit,,
relocation.pending,Přemístění čeká na vyřízení,,
remove,Odstranit,,
remove.from.queue,Odebrat z fronty,,
rename,Přejmenovat,,
repair,Opravit,,
repairing,Opravuji,,
repeat,Opakovat,,
replace,Nahradit,,
replace.object,Nahradit objekt,,
replacement.in.progress,Čeká na výměnu,,
req.material,Vyžaduje: {0},,
req.nav.flight,Vyžaduje schopnost létat,,
req.skill,Vyžaduje dovednost: {0},,
request.count,Počet požadavků,,A label for a number that shows how many times something was requested from a worker.
request.merchant.type,Vyberte typ obchodníka,,
request.wake.up,Žádost o probuzení,,
required.for.building,Vyžadováno pro budovu:,,
required.for.building.num,Vyžadováno pro stavbu {0} modrotisků,,
required.for.crafting,Vyžadováno pro výrobu:,,
required.for.crafting.num,Vyžadováno pro výrobu {0} předmětů,,
required.skills,Požadované dovednosti,,
requires.oxygen,Vyžaduje kyslík,,
rescue.being,Záchrana {0},,{0} will be the name of the being
rescue.grounded.in.space,Záchrana bytosti uvízlé ve vesmíru,,
research.atmospherecontrol,Ovládání atmosféry,,
research.atmospheregeneration,Vytváření atmosféry,,
research.autodoc,AutoDoktor,,
research.autokitchen,Automatická kuchyně,,
research.base,Základna,,
research.biospheregeneration,Generování biosféry,,
research.biotech,Biotech,,
research.blackholes,Černé díry,,
research.cancel,Pauza výzkumu,,
research.cant.do.parallel,Nedostatek zdrojů pro <b>Paralelní výzkum</b>:<br>{0},,"{0} will be something like ""Research lacks Memory or Disk"". Displayed if multiple research items are running and this one cannot reserve the resources"
research.carrier,Přepravní dron,,
research.cleaningbot,Čisticí bot,,
research.cloning,Klonování,,
research.clothing,Oblečení,,
research.coffee,Káva,,
research.communications,komunikace,,
research.complete,Výzkum dokončen: <nobr><b>{0}</b></nobr><br>Odemčeny nové plány: {1},,
research.complete.no.unlockables,Výzkum dokončen: <nobr><b>{0}</b></nobr>,,
research.computing,Výpočetní technika,,
research.computingadvanced,Pokročilá výpočetní technika,,
research.construction,Konstrukce,,
research.constructionadvanced,Pokročilá konstrukce,,
research.constructionspeed,Stavební rychlost x2,2022-05-30,
research.constructionspeed2,Stavební rychlost x4,2022-05-30,
research.constructionspeed3,Rychlost výstavby x8,2022-05-30,
research.cooling,Chlazení,,"Label on research technology node that contains devices like ""cooler"" and ""heat sink"""
research.cryogenics,Kryogenika,,
research.diskcompression,Komprese disku,,
research.drone,Létající dron,,
research.economy,Ekonomika,,
research.economy.desc,Odemkne funkci Ekonomický přehled,,
research.electronics,Elektronika,,
research.elysium,Ráj,,
research.elysium.desc,Umožňuje přeměnit stázové pole na Ráj.,,
research.elysiumefficiency,Efektivita Ráje,,
research.elysiumelectricity,Výroba elektrické energie v Ráji,,
research.emblems,Emblémy,,
research.energy,Energie,,
research.energy.limit,Limit energie pro výzkum,,
research.energyadvanced,Pokročilá energie,,
research.energyautomation,Energetická automatizace,,
research.energyefficiency,Energetická účinnost,,
research.energynuclear,Jaderná energie,,
research.energystorage,Skladování energie,,
research.energystorageadvanced,Skladování jaderné energie,,
research.energyweapons,Energetické zbraně,,
research.forcefields,Silová pole,,
research.furniture,Nábytek,,
research.furnitureadvanced,Pokročilý nábytek,,
research.heating,Vytápění,,
research.hygiene,Hygiena,,
research.inefficient,Neefektivní výzkum,,
research.inefficient.tip,Aktuální <b>výzkum bude trvat déle</b>. Pro provoz výzkumu na plnou kapacitu <b>není dostatek náhradní elektřiny</b>.,,
research.lacks.disk,Výzkum postrádá <b>Disk</b>,,
research.lacks.disk.and.memory,Výzkum postrádá <b>Disk</b> a <b>Paměť</b>,,
research.lacks.memory,Výzkum postrádá <b>paměť</b>,,
research.lacks.resources,Výzkum postrádá zdroje,,
research.largeplanter,Velký květináč,,
research.lighting,Osvětlení,,
research.liquidprocessing,Zpracování kapalin,,
research.manufacturing,Výroba,,
research.manufacturingadvanced,Pokročilá výroba,,
research.mindcontrol,Řízení mysli,,
research.molecularrearrangement,Molekulární přeskupování,,
research.not.powered,"Nelze provádět výzkum, pokud není napájen lodní počítač. Připojte lodní počítač k elektrické síti.",,
research.nutrientextraction,Extrakce živin,,
research.oceangeneration,Vytváření oceánů,,
research.overclocking,Přetaktování,,
research.pending,Výzkum probíhá,,
research.probe,Sonda,,
research.processingefficiency,Efektivita,,
research.propulsion,Pohon,,
research.propulsionadvanced,Pokročilý pohon,,
research.propulsionftl,Nadsvětelný pohon,,
research.quantumcomputing,Kvantové výpočty,,
research.quantummechanics,Kvantová mechanika,,
research.queue,Výzkumná fronta,,
research.queue.count,Výzkumná fronta: {0},,
research.recycling,Recyklace,,
research.recyclingadvanced,Pokročilá recyklace,,
research.researchstation,Výzkumná stanice,,
research.resourceprocessing,Zpracování zdrojů,,
research.resourceprocessingadvanced,Pokročilé zpracování,,
research.robot,Pozemní robot,,
research.robotics,Robotika,,
research.roboticsadvanced,Pokročilá robotika,,
research.scanning,Skenování,,
research.science,Věda,,
research.security,Bezpečnost,,
research.securitycontrols,Bezpečnostní kontroly,,
research.selfreplication,Vlastní replikace,,
research.sentry,Strážní dron,,
research.shuttle,Raketoplán,,
research.shuttleupgrades,Vylepšení raketoplánu,,
research.smelting,Tavení,,
research.solaradvanced,Pokročilá solární technologie,,
research.spacesuit,Vesmírný oblek,,
research.spacetravel,Cestování do vesmíru,,
research.starcredsmining,Těžba hvězdných křídel,,
research.start,Zahájení výzkumu,,
research.stockinsights,Poznatky o akciovém trhu,,
research.stockinsights.desc,Odemkne další podrobnosti o nástrojích akciového trhu.,,
research.stockmarket,Akciový trh,,
research.stockmarket.desc,Odemkne zobrazení akciového trhu s cenami a grafy v reálném čase.,,
research.stocktrading,Obchodování s akciemi,,
research.stocktrading.desc,Odemkne možnost obchodování na burze.,,
research.storage,Výzkumné úložiště,,
research.storage.details,Uložený výzkum,,
research.technology,Technologie,,
research.technologyadvanced,Pokročilá technologie,,
research.telescope,Teleskop,,
research.temperaturecontrol,Řízení teploty,,
research.terraforming,Teraformace,,
research.terraingeneration,Generování terénu,,
research.tip.energy_kwh,Celková spotřeba elektřiny potřebná k úplnému výzkumu této technologie.,,
research.tip.memory,Množství aktivní paměti potřebné během výzkumu.<br>Záleží na složitosti výzkumu.,,
research.tip.storage,Trvalá paměť potřebná k uchování<br>výsledků výzkumu v paměti.,,
research.tip.tier,Výzkumná úroveň. Dokončení výzkumu nižší úrovně může být nezbytné pro přechod k výzkumu technologie vyšší úrovně.,,
research.tractorbeam,Energetický paprsek,,
research.treadmill,Běžecký pás,,
research.tree,Výzkumný strom,,
research.vegetarianfood,Vegetariánská strava,,
research.weaving,Tkaní,,
research.winch,Naviják,,
researching,Zkoumání: {0},,
researching.pct,Výzkum: {0} ({1}),,
reservations,Rezervace,,
reserved.by,Rezervováno,,"This is a label next to a worker name who has reserved some resource - a pile of steel or an equipment item, etc."
reserved.by.detailed,Rezervováno u {0},,{0} is a being name
reserved.for,Vyhrazeno na {0},,"{0} is time. Example: ""Reserved for 18h 12m"""
reset,Reset,,
reset.input.bindings.tip,Obnoví všechny vstupní vazby na výchozí hodnoty.,,
reset.tips,Tipy pro resetování,,
reset.to.defaults,Obnovení výchozího nastavení,,
resource.accumulation.bar,Hromadění zdrojů: {0},,
restart.now,Restartovat,,
restart.required,Vyžadováno opětovné spuštění,,
restart.required.info,"Chcete-li tuto změnu použít, musíte hru zcela ukončit a znovu spustit.",,
resume,Pokračovat,,
return,Návrat,,
revert,Vrátit,,
riding.a.bot,Jezdí na botovi,,This is for displaying what a being is currently doing. Right now it is used when a cat rides the cleaning robot.
rmb.behavior,{0} chování nad zařízením,,{0} will be replaced by the image displaying either the right mouse button or the gamepad button that is bound to the same action
rmb.behavior.context,Zobrazit kontextovou nabídku zařízení,,
rmb.behavior.radial,Zobrazit radiální nabídku,,
rmb.behavior.tooltip,"Zvolte, co udělá {0} po kliknutí nad nevybraným zařízením.",,
roam.around,Toulat se po okolí,,
roam.away,Přesunout se z pracovního místa,,
robot.required,Vyžaduje se robot,,
role.destroy,Role: Zničit,,
role.play,Role: Hrát,,
role.talk,Hrát: Mluvit,,
role.work,Role: Práce,,
room,Pokoj,,
room.ambient.light.amt,Množství okolního světla v místnosti,,
room.ambient.light.amt.tip,"Upravuje tmavost uzavřených oblastí bez zdrojů světla. V uzavřených místnostech byste měli instalovat světla, aby byly dobře osvětlené.",,
room.id,Místnost č. {0},,
room.lighting,Pokročilé osvětlení místnosti,,
room.lighting.tip,"Pokud je povoleno, světelné zdroje jsou omezeny stěnami místnosti. Může zlepšit výkon v extrémně velkých mapách.",,
room.nr,Místnost č. {0},,
room.nr.unreachable,Místnost č. {0} <color={1}><b>NEDOSTUPNÁ!</b></color>,,
rotate.tip,Otočit pomocí {0},,
run.in.bg,Hrát na pozadí,,
run.research,Spusťte výzkum,,
safety.check.off,Bezpečnostní zaškrtnutí,,
safety.lacks.oxygen,Objekt v nebezpečné oblasti: <b>Nízký obsah kyslíku</b>,,
safety.lacks.oxygen.too.cold,Objekt v nebezpečné oblasti: <b>Nízký obsah kyslíku / příliš chladno</b>,,
safety.lacks.oxygen.too.hot,Objekt v nebezpečné oblasti: <b>Nízký obsah kyslíku / příliš horko</b>,,
safety.too.cold,Objekt v nebezpečné oblasti: <b>Příliš chladno</b>,,
safety.too.hot,Objekt v nebezpečné oblasti: <b>Příliš horko</b>,,
sandbox.mode,Sandbox Mode: Zapnuto,,
satisfying.hunger,Uspokojení Hladu,,
save,Uložit a ukončit,,
save.and.exit,Uložit a odejít do Hl. nabídky,,
save.and.exit.os,Uložit a odejít do OS,,
save.deleted,Uložená hra smazána,,
save.disabled,Ukládání zakázáno,,
save.disabled.tutorial,Ukládání není během kurzu povoleno.,,
save.error,Chyba uložení,,
save.failed,Uložit se nezdařilo,,
save.failed.info,Vývojář informován. Důvod selhání: {0},,
save.file,Uložení souboru,,
save.info,Seed: {0} / {1}x{2},,
save.load.anytime,Uložit/Načíst kdykoliv,,
save.migration,Uložit migraci,,
save.migration.question,"Tento soubor pro uložení byl vytvořen pomocí ukázky Stardeus s generátorem příběhů <b>Náhodný</b>. Můžete přepnout na generátor příběhů <b>Vyrovnaný</b>, pokud chcete, aby byl pro vás příběh na začátku hry jednodušší.<br><br>Potvrďte prosím, který generátor příběhů chcete použít.",,
save.playtime,Doba hraní,,
save.time,Úspora času: {0},,
saved,Uloženo,,Notification about successfully saved game
scan,Skenovat,,
scan.progress,Průběh skenování,,
scenario.empty_ship,Prázdná loď,,
scenario.empty_ship.tooltip,Začněte s náhodně generovanou prázdnou vesmírnou lodí,,
scenario.leaving_earth,Opuštění Země,,
scenario.leaving_earth.tooltip,Začněte s malou platformou a tunou materiálů,,
scenario.random_ship,Náhodná loď,,
scenario.random_ship.tooltip,Začněte s funkční náhodně generovanou vesmírnou lodí,,
scenario.sandbox,Sandbox,,
scenario.sandbox.tooltip,Začněte s prázdným místem s povoleným okamžitým sestavováním (režim kreativy),,
scenario.wrecked_empty_ship,Ztroskotání (hlavní),,
scenario.wrecked_ship,Ztroskotal s věci,,
screen.shake,Otřes kamery,,
scroll.speed.tip,Upravuje rychlost posouvání kolečka myši v prvcích uživatelského rozhraní (neplatí pro Výzkumný strom a Hvězdnou mapu).,,
search,Vyhledat,,
search.for,Hledat,,
searching,Hledání,,
searching.for.clothing,Hledání oblečení,,
searching.for.headgear,Hledání pokrývky hlavy,,
searching.for.merchant,Hledání obchodníka,,
searching.for.weapon,Hledání zbraně,,
section,Sekce,,
sections,Sekce,,
security.controls,Bezpečnostní kontroly,,
security.controls.missing,Ovládací prvky chybí,,
security.controls.missing.info,Tato funkce vyžaduje připojení k zařízení Ovládání bezpečnosti. Prozkoumejte „Ovládání bezpečnosti“ a získejte plán kontroly zabezpečení.,,
seed.randomize,Náhodný seed,,
seeking.medical.attention,Vyhledání lékařské pomoci,,
seeking.relief,Hledání úlevy,,This is about a being looking for a toilet
select,Vybrat,,
select.ammo,Vyberte Typ munice,,
select.crew,Vyberte Posádka,,
select.energy.source,Vyberte Zdroj energie,,
select.food,Vyberte Jídlo,,
select.fuel,Vyberte typ paliva,,
select.material,Vyberte Materiál,,
select.plant,Vyberte Rostilinu,,
select.processable,Vyberte Zpracovatelný,,
select.projectile,Vyberte Projektil,,
select.shuttle,Vyberte Raketoplán,,
select.skill,Vyberte Dovednost,,
select.target,Vyberte Cíl,,
select.target.material,Vyberte Cílový materiál,,
select.terraforming.material,Vyberte Terraformující materiál,,
select.upgrade,Vyberte Vylepšení,,
select.worker,Vyberte Pracovníka,,
self.repair,Vlastní oprava,,
sell,Prodat,,
settings.not.applied,Nastavení se nepoužije,,
settings.not.applied.info,"Zavřeli jste panel nastavení, aniž byste provedli nějaké změny. Chcete je nyní použít?",,
settle.in,Kolonizovat {0},,
settle.in.combat,Během boje se nelze usadit,,
settle.in.confirm,"To je ono. Chystáte se splnit svůj účel jako Lodní počítač. Prosím potvrďte záměr usadit své lidské kolonisty dne {0}.<br><br>Tato akce odstraní Stázové pole a většinu vašich kolonistů, kromě těch, kteří se rozhodnou zůstat a pokračovat v průzkumu vesmíru.",,
settle.in.expeditions,Během expedice se nelze usadit,,
settled.in,Kolonizované {0},,
settling.in,Kolonizace {0},,
shift.goto,"Chcete-li přesunout sem, klikněte na tlačítko {0} a současně podržte tlačítko {1}",,
ship.accelerating,Loď zrychluje,,
ship.capable.intergalactic,Mezigalaktický let,,
ship.capable.interplanetary,Meziplanetární let,,
ship.capable.intersystem,Mezisystémový let,,
ship.computer.destroyed,<size=200%>Počítač lodi byl zničen</size>,,
ship.cpu.deconstruct.damaged,Přerušení dekonstrukce. Poškozený lodní počítač nelze bezpečně rozebrat. Nejprve opravte poškození.,,
ship.decelerating,Loď zpomaluje,,
ship.direction,Směr lodi vpřed,,
ship.direction.not.set,Směr lodi není nastaven. Musíte to nastavit v nabídce ovládacích prvků lodi.,,
ship.direction.set,Vyberte směr lodi kupředu,,
ship.direction.unset,Zrušit nastavení směru lodi,,
ship.engines.offline,Motory jsou offline (bez napájení nebo odpojené),,
ship.engines.ready,Motory online,,
ship.flight.impossible,Loď momentálně není v provozu z následujících důvodů:<br><br>{0},,
ship.flight.ready,Loď je připravena k letu,,
ship.has.bridge.controls,Ovladací můstek je online,,
ship.has.bridge.controls.operator,Operátor můstku je k dispozici,,
ship.in.one.piece,Loď je v celku,,
ship.log,Lodní deník,,
ship.must.be.stopped.first,"Tuto operaci nelze provést, když je loď v pohybu",,
ship.navigation,Navigace lodě,,
ship.no.bridge.controls,Ovládání můstku offline,,
ship.no.bridge.controls.operator,Žádný operátor můstku,,
ship.no.engines,Motory offline,,
ship.not.in.one.piece,Loď není v jednom kuse,,
shooter,Střelec,,For displaying the name of the person who fired a bullet. You can inspect a bullet to see who is the shooter. 
short.title,Krátký název,,
shortcut.not.bound,(není vázáno),,
shortcut.tip,Zkratka: {0},,
show,Ukázat,,
show.areas,Zobrazit Místnosti,,
show.build.guidelines,Pokyny pro režim stavění,,
show.destination,Zobrazit cíl,,
show.engines,Motory,,
show.hints.after.load,Zobrazit rady po načtení,,
show.research.tree,Otevřít výzkum,,
shower,Sprcha,,
shower.dirty,Sprcha je ucpaná,,
shutdown,Vypnout,,
shuttle,Kyvadlová doprava,,
shuttle.crew.full,Do tohoto raketoplánu se nevejdou další členové posádky,,
shuttle.damaged,Raketoplán je poškozen,,
shuttle.damaged.desc,"Raketoplán musí být opraven, než bude moci být vypuštěn na expedici",,
shuttle.has.pending.task,Raketoplán má čekající úkol,,
shuttle.has.pending.task.desc,"Tento raketoplán nelze použít, protože má nevyřízený úkol. Zrušte úkol nebo počkejte na jeho dokončení.",,
shuttle.lost.info,Tento raketoplán je ztracen a nelze jej obnovit. Měli byste odstranit přistávací plochu.,,
shuttle.storage.full,Raketoplán „{0}“ ruší aktuální těžební operaci. Úložiště je plné.,,
silence,Ticho,,
silence.periods.none,Žádné,,
siren.active,Aktivní,,
siren.armed,Zajišteno,,
siren.off,Siréna vypnuta,,
situation,Situace,,
situation.ActiveThreats,Aktivní hrozby,,
situation.Areas,Místnosti,,
situation.BaseNetWorth,Základní čistá hodnota,,
situation.BreakdownCandidates,Kandidáti na psychické zhroucení,,
situation.Breakdowns,Mentální zhroucení,,
situation.Colonists,Kolonisté,,
situation.Days,Počet přežitých dnů,,
situation.Difficulty,Obtížnost,,
situation.Enemies,Nepřátelé,,
situation.ExpeditionsCompleted,Dokončené výpravy,,
situation.ExpeditionsOngoing,Probíhající výpravy,,
situation.Friendlies,Přátelé,,
situation.GridBatCharge,Úroveň nabití baterie,,
situation.GridBatOutput,Rezerva baterie,,
situation.GridConsumption,Spotřeba v síti,,
situation.GridDeficit,Deficit elektrické sítě,,
situation.GridMaxOutput,Maximální výkon elektrické sítě,,
situation.Grids,Elektrická síť,,
situation.GridSize,Počet elektrických zařízení,,
situation.HumanDeaths,Umrtí přátel,,
situation.Islands,Ostrovy,,
situation.Mats,Materiály,,
situation.Months,Přežité měsíce,,
situation.NetWorth,Čistá hodnota,,
situation.Personas,Osoby,,
situation.ResearchedTech,Prozkoumané technologie,,
situation.ShipComputers,Připojené lodní počítače,,
situation.SpaceObjectsDiscovered,Objevené vesmírné objekty,,
situation.StoryEvents,Příběhové události,,
situation.TotalCPU,Celkový počet CPU,,
situation.TotalDisk,Celkový počet disků,,
situation.TotalMemory,Celková paměť,,
situation.Weeks,Přežité týdny,,
situation.Workers,Pracovníci,,
situation.Years,Přežité roky,,
size.large,Velké,,
size.medium,Střední,,
size.small,Malé,,
skill.Cleaning,Úklid,,
skill.Construction,Stavba,,
skill.lvl,LVL {0}/{1},,
skill.maxed.out,Tato dovednost je již na maximální úrovni.,,
skill.Mining,Těžba,,
skill.Navigation,Navigace,,
skill.Operate,Obsluha,,
skill.Repair,Oprava,,
skill.Science,Věda,,
skill.up,{0} {1} postoupil na úroveň {2},,"{0} is being name, {1} is skill name {2} is level (number). Example: ""John Construction level up to 4"""
skill.Wisdom,Moudrost,,
skills,Dovednosti,,
skills.info,"Dovednosti bytostí určují, na jakých druzích úkolů mohou pracovat. Dovednosti se postupem času zvyšují, když jsou používány.",,
skip,Přeskočit,,
skip.reason,Důvod vynechání: {0},,
skip.tutorial,Přeskočit výukový program,,
skip.tutorial.confirm,"Chcete přeskočit výukový program? Pokud hru neznáte, doporučujeme si ho projít.",,
sleep.interrupted,Spánek byl přerušen,,
sleeping,Spánek,,
sleeping.slots,Místa pro spaní,,
sleeping.slots.pets,Spací místa (Domácí zvířata),,
slept.in.bed,Spánek v posteli,,
slept.in.familiar.bed,Spal ve známé posteli,,
slept.in.unfamiliar.bed,Spal v neznámé posteli,,
slept.too.short,Spánek byl příliš krátký,,
slog.expedition,Expedice do {0},,
slog.identify,Identifikováno {0},,"{0} will be the space object name, i.e. a planet name or a space ship name, etc."
slog.leave,Odchod {0},,
slog.trade,Obchod s {0},,
slog.visit,Návštěva {0},,
smelt.ore,Tavená ruda,,
smelting.bar,Tavení {0},,
smooth.drag,Hladký tah,,
smooth.drag.tip,"Ovládá režim přetahování myší. Při zapnutí bude plynulé a plovoucí, při vypnutí ostré a přesné. Pokud své hraní nahráváte nebo streamujete, ponechání tohoto nastavení zapnutého zajistí lepší zážitek ze sledování.",,
so.identified,Identifikováno: {0},,
so.not.identified,Neidentifikováno,,
so.not.identified.info,"Tento prostorový objekt nebyl identifikován. Musíte se k němu přiblížit, abyste o něm získali více informací.",,
socialized.with,Socializováno s {0},,
socializing,Socializace,,
soft.cursor.tip,"Pokud váš software pro snímání hry nezaznamenává hardwarový kurzor, můžete při nahrávání herních videí povolit softwarový kurzor.",,
soiled.themselves,Znečištěný,,
solar.panel,Solární panel,,
solar.panel.dust,Prach: {0},,
solar.panel.dust.warn,Solární panel pokrytý prachem,,
soon,Brzy,,Displayed when something is going to happen very soon (countdown timer is down to 0). Should be short.
sort,Třídit,,
sort.count,Podle počtu,,
sort.name,Podle názvu,,
sort.value,Podle hodnoty,,
soundtrack,Soundtrack,,
space.diarrhea.ongoing,Probíhající vesmírný průjem,,
space.object.BlackHole,Černá díra,,
space.object.Galaxy,Galaxy,,
space.object.info.BlackHole,"Jedná se o černou díru. Každá galaxie ji má ve svém středu. Až bude objevena dostatečná technologie, možná budeme moci černou díru využít k cestování.",,
space.object.info.Galaxy,Toto je galaxie. Můžeme do ní vstoupit a prohlédnout si hvězdné systémy uvnitř.,,
space.object.info.Planet,Tohle je planeta. Můžeme ji prozkoumat.,,
space.object.info.Player,Tohle je naše loď.,,
space.object.info.Probe,"Vypuštěná sonda, která je na cestě k prozkoumání vzdáleného objektu.",,
space.object.info.ShipMerchant,"Tohle je obchodní loď. Pokud máme k dispozici komunikátor a teleportér, můžeme provést obchod, až se obchodník přiblíží.",,
space.object.info.Shuttle,Tohle je raketoplán.,,
space.object.info.Star,"Toto je hvězda. Nemůžeme na ní přistát, protože je žhavá.",,
space.object.info.System,Toto je hvězdný systém. Můžeme do ní vstoupit a prohlédnout si planety uvnitř.,,
space.object.name.Galaxy,{0} Galaxie,,
space.object.name.Shuttle,{0} Raketoplán,,
space.object.name.Star,{0} Hvězda,,
space.object.name.System,{0} Soustava,,
space.object.name.Universe,{0} Vesmír,,
space.object.Planet,Planeta,,
space.object.Player,Hráč,,
space.object.Probe,Sonda,,
space.object.ShipMerchant,Obchodník,,
space.object.Shuttle,Raketoplán,,
space.object.Star,Hvězda,,
space.object.System,Systém,,
space.object.Universe,Vesmír,,
species,Druhy,,
species.Carrier,Nosný dron,,
species.Cat,Kočka,,
species.CleaningBot,Čistící robot,,
species.Crawler,Plíživec,,
species.Dog,Pes,,
species.Drone,Dron,,
species.Human,Člověk,,
species.Robot,Robot,,
species.Sentry,Střílna,,
speed,Rychlost,,
starmap,Hvězdná mapa,,
starmap.about,"Připojili jsme ovládání mostu! Kliknutím na nabídku hvězdné mapy otevřete hvězdnou mapu a uvidíte, kde se ve vesmíru nacházíme. Stále budeme potřebovat funkční motory nebo alespoň trysky, abychom mohli cestovat kamkoli.",2022-01-07,
starmap.blackhole.warping,Deformování černou dírou<br><size=200%>{0}</size>,,
starmap.changing.scope,Rozsah hvězdné mapy<br><size=200%>{0}</size>,,
starmap.enter.dest.not.null,"Provoz není možný. Máme aktivní destinaci. Abychom změnili rozsah ve hvězdné mapě, musíme dokončit nebo zrušit naši současnou cestu.",,
start.mining,Začněte těžit,,Label on a button that starts mining a cryptocurrency
start.tutorial,Spusťte výukový program,,
starting.expedition,"Zahajování expedice do {0}. Raketoplán odstartuje, jakmile na něj nastoupí členové posádky. Průběh expedice můžete sledovat v nabídce Expedice  vpravo nahoře.",,
stasis.elysium,Ráj,,
stasis.pod.flying.info,"Toto je stázový modul. Než s ním budete moci komunikovat, musíte počkat, až přistane a vysune svůj obsah.",,
stasis.pod.incoming,Příchozí stázový modul,,
stasis.pod.landed.info,Tento stázový modul právě přistál. Jeho obsah bude vyhozen po dokončení sekvence ochlazení.,,
stasis.pod.merchant.prompt,Stázový modul patří nezávislému obchodníkovi {0}. Nabízí vám výměnu. Chcete si vyměnit nějaké zboží?,,
stock.market,Trh s cennými papíry,,
stock.market.research.required,"Pro aktivaci této funkce je nutný výzkum ""Burzy"".",,
stock.ownership.All,Všechny,,
stock.ownership.Owned,Vlastní,,
stock.trading.research.required,"Pro aktivaci této funkce je nutný výzkum ""Burzovní obchod"".",,
stockpile,Zásoby,,
stop,Zastavit,,
stop.growing,Zastavit růst,,
stop.mining,Zastavit těžbu,,
stop.processing,Zastavit zpracování,,
stop.producing,Zastavit výrobu,,
storage,Skladování,,
storage.and.processor.unavailable,Žádné skladování a zpracování,,
storage.and.processor.unavailable.desc,{0} položky ve vašem výběru nemají kompatibilní úložiště a {1} položky ve vašem výběru nemají k dispozici procesor. Nejprve vytvořte úložiště a příslušné zpracovatelské zařízení ({2}).,,
storage.capacity,Kapacita úložiště,,
storage.capacity.bar,Použité úložiště: {0}/{1},2022-06-09,
storage.capsule,Úložná kapsle,,
storage.capsule.still.flying,"Tato úložná kapsle stále létá. Můžete jí otevřít, jakmile přistane.",,
storage.container.incoming,Příchozí skladovací kapsle,,
storage.empty,Úložiště je prázdné,,
storage.full,Úložiště je plné,,
storage.module,Diskový modul,,
storage.module.amount,{0} ZB,,
storage.module.builtin,Vestavěný diskový modul,,
storage.module.unpowered,Diskový modul (bez napájení),,
storage.settings,Nastavení úložiště,,
storage.unavailable,Bez úložné jednotky,,
storage.unavailable.desc,{0} položky ve vašem výběru nemají k dispozici kompatibilní úložiště. Nejprve postavte skladiště a zkuste tuto akci provést znovu.,,
store.materials,Skladování materiálů,,
story.leaving_earth.intro.1,Nahrávání neuronové sítě pro hostitele. Zakázání I/O pro snížení počátečního šoku. <br><br>Povolení vizuálního vstupu za 3... 2... 1...,2022-03-31,
story.leaving_earth.intro.2,"Zdravím vás, kolonisto. Jsem <b>ShipOS</b>, umělá inteligence, která byla pověřena stavbou této lodi. Tento úkol je však pro mé programování příliš obtížný, a proto jsem se rozhodla nahrát do své neuronové sítě lidského kolonistu. Byl jste vybrán náhodně. Omlouvám se za nepříjemnosti.",,
story.leaving_earth.intro.3,"Toto je <nobr><b>Lodní počítač</b></nobr>, který hostí naši neuronovou síť. Pokuste se toto zařízení za každou cenu uchovat, pokud neporušuje Asimovův první zákon.<br><i>[ Robot nesmí zranit lidskou bytost nebo svou nečinností dovolit lidské bytosti ublížit. ]</i>",,
story.leaving_earth.intro.4,"Ve <nobr><b>Stázovém poli</b></nobr> hibernuje {0} přeživších. Musíme jej připojit k naší elektrické síti a dodávat dostatek energie, aby udržely systémy podpory života stabilní. Špatně fungující moduly způsobí předčasné probuzení. Abychom minimalizovali možné oběti, musíme kolem těchto oblastí vybudovat ekosystém.",,
story.leaving_earth.intro.5,Občas navrhnu rozumné kroky v závislosti na okolnostech. Nyní máte plnou kontrolu. Hodně štěstí!,,
